weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,rain.1h,message,snow.1h
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,201.0,1641817227.0,39600.0,2121385.0,Severo-Kuril'sk,200,156.125,50.6789,30.47,21.96,30.47,30.47,1005.0,96.0,9.78,86.0,13.51,100.0,,,RU,1641764071.0,1641793837.0,1005.0,1005.0,,,0.48
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817110.0,32400.0,1651531.0,Ambon City,200,128.1814,-3.6954,78.94,78.94,78.94,78.94,1009.0,89.0,4.61,350.0,,20.0,1.0,9361.0,ID,1641763488.0,1641807837.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817230.0,-28800.0,5367788.0,Lompoc,200,-120.4579,34.6391,48.7,47.82,40.89,59.92,1026.0,86.0,3.44,60.0,,0.0,1.0,4747.0,US,1641827354.0,1641863351.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817231.0,7200.0,2219235.0,Ubari,200,12.7805,26.5921,62.53,59.0,62.53,62.53,1015.0,11.0,19.77,282.0,23.09,0.0,,,LY,1641794317.0,1641832415.0,1015.0,961.0,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,8047.0,1641817232.0,-25200.0,6185377.0,Yellowknife,200,-114.3525,62.456,-13.36,-25.96,-15.72,-12.59,1028.0,83.0,12.66,150.0,,100.0,2.0,2041581.0,CA,1641833694.0,1641854080.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817234.0,-18000.0,3650312.0,Valdez,200,-78.9831,1.2492,74.8,76.17,74.8,74.8,1013.0,89.0,7.34,185.0,11.14,99.0,,,EC,1641813702.0,1641857090.0,1013.0,1013.0,0.49,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817235.0,-25200.0,6170031.0,Tuktoyaktuk,200,-133.0374,69.4541,-28.12,-40.72,-28.12,-28.12,1023.0,100.0,8.32,250.0,13.6,74.0,,,CA,0.0,0.0,1023.0,1023.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817236.0,-10800.0,3893629.0,Coquimbo,200,-71.3436,-29.9533,65.07,64.74,65.07,65.07,1017.0,74.0,2.62,288.0,1.74,78.0,,,CL,1641808486.0,1641858638.0,1017.0,1015.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817237.0,7200.0,703397.0,Lanivtsi,200,26.0908,49.8633,27.57,18.66,27.57,27.57,1018.0,85.0,9.26,2.0,12.73,100.0,,,UA,1641795056.0,1641825286.0,1018.0,984.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817213.0,7200.0,3353383.0,Rundu,200,19.7667,-17.9333,83.59,84.42,83.59,83.59,1006.0,49.0,10.25,267.0,13.18,100.0,,,NA,1641788061.0,1641835318.0,1006.0,888.0,0.31,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,5143.0,1641817240.0,36000.0,2090990.0,Mendi,200,143.6513,-6.1761,57.45,57.54,57.45,57.45,1015.0,99.0,0.78,9.0,1.45,100.0,,,PG,1641759530.0,1641804367.0,1015.0,797.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817242.0,-21600.0,3517970.0,Pochutla,200,-96.4661,15.7432,72.01,71.83,68.85,73.22,1015.0,62.0,3.62,12.0,3.2,20.0,2.0,2005410.0,MX,1641819332.0,1641859854.0,1015.0,998.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817146.0,10800.0,1082243.0,Ambilobe,200,49.05,-13.2,85.37,91.65,85.37,85.37,1009.0,65.0,9.04,286.0,10.47,94.0,,,MG,1641781533.0,1641827785.0,1009.0,1005.0,0.58,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817245.0,0.0,2281120.0,Tabou,200,-7.3528,4.423,83.41,89.82,83.41,83.41,1010.0,72.0,4.43,156.0,3.74,95.0,,,CI,1641796813.0,1641839586.0,1010.0,1009.0,0.38,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817246.0,-21600.0,6165406.0,Thompson,200,-97.8558,55.7435,-25.44,-38.04,-25.44,-25.44,1028.0,75.0,8.05,270.0,,20.0,1.0,935.0,CA,1641826553.0,1641853300.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,650.0,1641817247.0,28800.0,2038421.0,Bayan,200,127.4,46.0833,2.14,-8.57,2.14,2.14,1023.0,97.0,5.41,312.0,10.49,100.0,,,CN,1641769870.0,1641801830.0,1023.0,1005.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817248.0,-18000.0,4938048.0,Grafton,200,-71.6856,42.207,25.3,21.74,21.61,28.65,1016.0,57.0,3.0,279.0,8.01,0.0,2.0,2007757.0,US,1641816875.0,1641850413.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,5530.0,1641817249.0,39600.0,2120864.0,Susuman,200,148.1667,62.7833,-10.7,-10.7,-10.7,-10.7,1029.0,98.0,2.46,77.0,2.51,100.0,,,RU,1641770975.0,1641790754.0,1029.0,943.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817250.0,-28800.0,3984997.0,San Quintín,200,-115.95,30.4833,58.5,56.97,58.5,58.5,1023.0,62.0,2.33,24.0,2.75,87.0,,,MX,1641825702.0,1641862839.0,1023.0,1022.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817252.0,10800.0,179525.0,Taveta,200,37.6736,-3.3963,96.39,101.05,96.39,96.39,1008.0,39.0,15.95,67.0,15.61,91.0,1.0,2624.0,KE,1641785246.0,1641829535.0,1008.0,925.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817253.0,-36000.0,4033557.0,Tautira,200,-149.15,-17.7333,77.02,78.37,77.0,77.02,1012.0,84.0,23.76,13.0,26.98,100.0,1.0,7318.0,PF,1641828640.0,1641875841.0,1012.0,1012.0,0.48,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817254.0,28800.0,1735902.0,Sibu,200,111.8167,2.3,79.11,79.11,79.11,79.11,1010.0,100.0,2.3,0.0,,40.0,1.0,9369.0,MY,1641767999.0,1641811183.0,,,,,
"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13n'}]",stations,10000.0,1641817255.0,-10800.0,3421319.0,Nuuk,200,-51.7216,64.1835,14.61,2.01,14.61,14.61,979.0,85.0,12.66,350.0,,75.0,1.0,86.0,GL,1641819930.0,1641837772.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817256.0,19800.0,1251081.0,Anuradhapura,200,80.4173,8.3565,73.51,75.02,73.51,73.51,1011.0,95.0,6.82,87.0,16.17,100.0,,,LK,1641776128.0,1641818130.0,1011.0,1001.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817258.0,-18000.0,4465088.0,Elizabeth City,200,-76.2511,36.2946,43.18,35.6,39.02,44.98,1022.0,74.0,16.11,360.0,,100.0,1.0,3924.0,US,1641816990.0,1641852490.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817259.0,3600.0,2347758.0,Bara,200,10.7288,10.3744,87.15,83.57,87.15,87.15,1010.0,11.0,9.01,24.0,9.44,6.0,,,NG,1641793056.0,1641834661.0,1010.0,974.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817260.0,39600.0,2176639.0,Batemans Bay,200,150.1833,-35.7167,73.96,75.61,72.91,76.19,1019.0,97.0,2.86,35.0,5.08,11.0,2.0,2039610.0,AU,1641754445.0,1641806316.0,1019.0,1018.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817261.0,3600.0,6542103.0,Sciacca,200,13.0881,37.5082,44.78,36.43,42.64,49.05,999.0,78.0,21.52,330.0,34.72,27.0,2.0,2000357.0,IT,1641795737.0,1641830848.0,999.0,989.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817262.0,39600.0,2121909.0,Poronaysk,200,143.1167,49.2167,9.12,-1.01,9.12,9.12,1013.0,88.0,5.99,319.0,8.59,100.0,,,RU,1641766817.0,1641797336.0,1013.0,1013.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817264.0,14400.0,1106677.0,Bambous Virieux,200,57.7575,-20.3428,80.85,86.67,77.22,80.85,1012.0,83.0,9.22,60.0,,75.0,1.0,2061.0,MU,1641778671.0,1641826467.0,,,0.42,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817265.0,10800.0,331259.0,Mēga,200,38.3,4.05,81.1,79.38,81.1,81.1,1008.0,22.0,18.81,98.0,19.46,22.0,,,ET,1641785818.0,1641828662.0,1008.0,824.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817266.0,-10800.0,3421193.0,Paamiut,200,-49.6678,61.994,3.11,-8.19,3.11,3.11,982.0,90.0,6.02,84.0,11.61,20.0,,,GL,1641817895.0,1641838821.0,982.0,981.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817263.0,-10800.0,3430863.0,Mar del Plata,200,-57.5575,-38.0023,76.41,77.36,75.87,84.0,1013.0,77.0,14.0,322.0,21.0,0.0,2.0,2000296.0,AR,1641803961.0,1641856543.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817269.0,7200.0,217562.0,Butembo,200,29.2833,0.15,78.94,78.94,78.94,78.94,1008.0,38.0,2.28,333.0,5.19,100.0,,,CD,1641787604.0,1641831205.0,1008.0,829.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6345.0,1641817270.0,39600.0,2126199.0,Cherskiy,200,161.3,68.75,-18.65,-18.65,-18.65,-18.65,1030.0,100.0,0.85,170.0,0.87,100.0,,,RU,1641776710.0,1641778713.0,1030.0,1030.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817271.0,-10800.0,3418910.0,Upernavik,200,-56.1549,72.7868,9.79,0.3,9.79,9.79,980.0,95.0,5.55,198.0,6.24,100.0,,,GL,0.0,0.0,980.0,980.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817272.0,-32400.0,5870133.0,Nome,200,-165.4064,64.5011,3.27,-9.33,3.27,3.27,1002.0,51.0,18.41,40.0,28.77,0.0,1.0,7770.0,US,1641847440.0,1641864846.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817274.0,46800.0,2183774.0,Ranfurly,200,170.1,-45.1333,49.06,49.06,49.06,54.64,1017.0,93.0,1.61,114.0,2.55,79.0,2.0,2005913.0,NZ,1641834377.0,1641889670.0,1017.0,968.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817275.0,7200.0,703438.0,Ladan,200,32.5818,50.5196,29.1,20.43,29.1,29.1,1014.0,87.0,9.48,320.0,12.41,81.0,,,UA,1641793668.0,1641823557.0,1014.0,996.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817276.0,-18000.0,4218882.0,Rincon,200,-81.2354,32.296,60.12,60.48,55.85,62.78,1020.0,99.0,8.05,280.0,,100.0,2.0,2013413.0,US,1641817613.0,1641854260.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1641817278.0,25200.0,1633070.0,Palembang,200,104.7458,-2.9167,77.09,78.93,77.09,77.09,1011.0,94.0,4.61,20.0,,40.0,1.0,9424.0,ID,1641769190.0,1641813387.0,,,1.54,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817280.0,46800.0,4035249.0,Lufilufi,200,-171.5986,-13.8745,74.98,75.76,74.98,74.98,1010.0,76.0,5.91,355.0,6.02,96.0,1.0,7315.0,WS,1641920875.0,1641967232.0,1010.0,1008.0,0.2,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817281.0,-21600.0,4062861.0,Fort Payne,200,-85.7197,34.4442,32.13,32.13,28.47,34.61,1025.0,59.0,1.01,70.0,3.0,1.0,2.0,2025514.0,US,1641818989.0,1641855037.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817282.0,-18000.0,3942259.0,Coracora,200,-73.7833,-15.0333,47.28,47.28,47.28,47.28,1021.0,75.0,1.72,89.0,2.28,100.0,,,PE,1641810834.0,1641857461.0,1021.0,699.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817165.0,32400.0,2015306.0,Tiksi,200,128.8694,71.6872,-2.33,-14.93,-2.33,-2.33,1019.0,83.0,9.46,234.0,28.14,100.0,,,RU,0.0,0.0,1019.0,1014.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817284.0,-18000.0,3931470.0,Puerto Maldonado,200,-69.1833,-12.6,75.6,77.0,75.6,75.6,1010.0,88.0,3.44,350.0,,0.0,1.0,8684.0,PE,1641809983.0,1641856104.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817286.0,19800.0,1277397.0,Bānda,200,80.3333,25.4833,67.35,66.94,67.35,67.35,1015.0,67.0,5.88,309.0,7.0,47.0,,,IN,1641777971.0,1641816327.0,1015.0,1000.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817287.0,-10800.0,3424607.0,Tasiilaq,200,-37.6368,65.6145,33.96,21.36,33.96,33.96,970.0,68.0,33.8,59.0,51.09,100.0,1.0,81.0,GL,1641817869.0,1641833071.0,970.0,965.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817288.0,-10800.0,3840300.0,Presidencia Roque Sáenz Peña,200,-60.4388,-26.7852,86.34,86.05,86.34,86.34,1011.0,41.0,5.41,44.0,7.99,0.0,,,AR,1641806282.0,1641855606.0,1011.0,1000.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817289.0,28800.0,2016216.0,Sosnovo-Ozerskoye,200,111.5418,52.5249,-22.16,-22.16,-22.16,-22.16,1038.0,100.0,2.93,212.0,2.95,7.0,,,RU,1641775282.0,1641804032.0,1038.0,910.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817290.0,43200.0,2126710.0,Beringovskiy,200,179.3167,63.05,-10.64,-23.24,-10.64,-10.64,1014.0,78.0,13.2,329.0,20.13,0.0,,,RU,1641849992.0,1641869629.0,1014.0,1011.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,109.0,1641817293.0,19800.0,1268814.0,Joshīmath,200,79.5667,30.5667,43.29,40.12,43.29,43.29,1018.0,98.0,5.3,219.0,6.58,100.0,,,IN,1641778789.0,1641815877.0,1018.0,829.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817295.0,25200.0,1571058.0,Phan Thiet,200,108.1,10.9333,75.45,76.26,75.45,75.45,1012.0,76.0,12.75,78.0,20.69,44.0,,,VN,1641769739.0,1641811228.0,1012.0,1011.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817297.0,28800.0,1683602.0,Tambilil,200,124.6697,5.9622,78.71,78.71,78.71,78.71,1012.0,88.0,1.48,351.0,2.8,66.0,,,PH,1641765270.0,1641807741.0,1012.0,1011.0,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,383.0,1641817298.0,18000.0,1502750.0,Kommunisticheskiy,200,64.4819,61.6789,15.44,5.4,15.44,15.44,1019.0,94.0,7.16,221.0,21.94,100.0,,,RU,1641790336.0,1641811573.0,1019.0,1002.0,,,0.14
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817299.0,16200.0,1128239.0,Rūdbār,200,62.6,30.15,57.02,53.37,57.02,57.02,1019.0,20.0,5.86,335.0,6.17,0.0,,,AF,1641782807.0,1641820006.0,1019.0,955.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817300.0,-10800.0,3421719.0,Narsaq,200,-46.05,60.9167,19.62,12.83,19.62,19.62,983.0,91.0,4.74,72.0,7.05,37.0,1.0,47.0,GL,1641816403.0,1641838576.0,983.0,980.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817301.0,32400.0,1855540.0,Naze,200,129.4833,28.3667,57.27,56.17,57.27,57.27,1018.0,74.0,2.17,26.0,1.77,99.0,,,JP,1641766527.0,1641804173.0,1018.0,990.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817303.0,7200.0,686090.0,Asău,200,26.4,46.4333,31.21,25.5,31.12,34.75,1014.0,72.0,5.73,41.0,8.43,97.0,1.0,6909.0,RO,1641794179.0,1641826015.0,1014.0,964.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817304.0,32400.0,2128975.0,Nemuro,200,145.575,43.3236,26.47,19.54,26.47,26.47,1019.0,70.0,6.13,239.0,6.51,5.0,,,JP,1641764951.0,1641798023.0,1019.0,1016.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817305.0,0.0,2512186.0,Puerto del Rosario,200,-13.8627,28.5004,67.75,67.05,65.88,67.75,1021.0,60.0,4.61,130.0,,0.0,1.0,2371.0,ES,1641800947.0,1641838578.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817306.0,-21600.0,4726521.0,San Patricio,200,-97.5169,28.017,52.18,49.87,48.54,55.49,1031.0,59.0,14.97,356.0,27.13,100.0,2.0,2040001.0,US,1641820964.0,1641858726.0,1031.0,1029.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817307.0,39600.0,2109528.0,Buala,200,159.5921,-8.145,80.13,84.94,80.13,80.13,1010.0,83.0,8.05,290.0,10.51,100.0,,,SB,1641755507.0,1641800736.0,1010.0,1008.0,0.13,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817309.0,10800.0,72181.0,Marzuq,200,46.4667,14.4,78.58,77.18,78.58,78.58,1012.0,22.0,5.7,65.0,7.16,33.0,,,YE,1641784884.0,1641825675.0,1012.0,889.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817310.0,10800.0,523392.0,Naryan-Mar,200,53.087,67.6713,-15.77,-28.37,-15.77,-15.77,1016.0,100.0,5.57,245.0,5.39,56.0,,,RU,1641798977.0,1641808403.0,1016.0,1016.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817311.0,-10800.0,3381041.0,Mana,200,-53.7767,5.6592,79.18,79.18,79.18,79.18,1014.0,74.0,5.12,44.0,7.27,87.0,,,GF,1641808078.0,1641850612.0,1014.0,1013.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817312.0,-18000.0,3682299.0,Fuente de Oro,200,-73.6128,3.4594,75.78,75.83,75.78,75.78,1013.0,59.0,2.84,12.0,7.47,95.0,,,CO,1641812626.0,1641855587.0,1013.0,980.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817313.0,36000.0,2028164.0,Deputatsky,200,139.9,69.3,-22.68,-35.28,-22.68,-22.68,1029.0,93.0,5.06,264.0,4.0,32.0,,,RU,0.0,0.0,1029.0,949.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817315.0,-18000.0,4513583.0,Hamilton,200,-84.5333,39.1834,18.34,13.87,16.65,20.12,1033.0,71.0,3.0,318.0,5.01,0.0,2.0,2005257.0,US,1641819433.0,1641854023.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817316.0,-10800.0,3388760.0,São Geraldo do Araguaia,200,-48.555,-6.4006,73.33,74.82,73.33,73.33,1014.0,95.0,2.93,221.0,8.61,99.0,,,BR,1641805653.0,1641850529.0,1014.0,999.0,0.33,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817317.0,7200.0,683637.0,Broşteni,200,25.7,47.2333,32.65,28.81,25.75,33.4,1014.0,82.0,4.0,53.0,3.85,100.0,2.0,68472.0,RO,1641794523.0,1641826007.0,1014.0,930.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817318.0,0.0,2416969.0,Nzérékoré,200,-8.8179,7.7562,90.84,86.65,90.84,90.84,1011.0,13.0,4.81,63.0,8.46,52.0,,,GN,1641797490.0,1641839613.0,1011.0,958.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817319.0,-18000.0,4305504.0,Radcliff,200,-85.9491,37.8404,18.46,18.46,16.68,20.79,1033.0,75.0,0.0,0.0,,0.0,2.0,2027214.0,US,1641819556.0,1641854580.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817321.0,28800.0,2070998.0,Geraldton,200,114.6,-28.7667,73.81,73.9,73.81,74.12,1012.0,64.0,21.85,160.0,,1.0,1.0,9522.0,AU,1641763994.0,1641813852.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817322.0,32400.0,2025456.0,Chernyshevskiy,200,112.4714,63.0128,-25.96,-36.31,-25.96,-25.96,1023.0,96.0,3.02,125.0,2.75,96.0,,,RU,1641779691.0,1641799177.0,1023.0,971.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817323.0,28800.0,1791779.0,Wanning,200,110.3967,18.8003,70.75,71.44,70.75,70.75,1016.0,83.0,4.59,113.0,5.48,54.0,,,CN,1641770001.0,1641809863.0,1016.0,1015.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817324.0,7200.0,2214827.0,Mizdah,200,12.9801,31.4451,59.92,56.93,59.92,59.92,1007.0,28.0,29.46,282.0,39.82,0.0,,,LY,1641794886.0,1641831750.0,1007.0,953.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817325.0,3600.0,778707.0,Mehamn,200,27.8492,71.0357,28.31,15.71,28.31,33.98,1018.0,84.0,21.72,252.0,29.04,92.0,1.0,1620.0,NO,0.0,0.0,1018.0,1017.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817327.0,39600.0,2177069.0,Ballina,200,153.5667,-28.8667,72.91,74.32,69.98,72.95,1019.0,94.0,7.7,94.0,9.24,17.0,2.0,2019476.0,AU,1641754623.0,1641804513.0,1019.0,1019.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817328.0,-28800.0,6113406.0,Prince Rupert,200,-130.3201,54.3161,43.07,36.12,42.89,46.09,1005.0,85.0,13.8,120.0,23.02,100.0,1.0,883.0,CA,1641833854.0,1641861586.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817329.0,-18000.0,3576994.0,Cockburn Town,200,-71.1419,21.4612,78.24,78.96,78.24,78.24,1019.0,68.0,15.99,91.0,16.8,11.0,,,TC,1641813866.0,1641853161.0,1019.0,1019.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1641817331.0,28800.0,1804979.0,Juegang,200,121.1855,32.3174,41.92,37.13,41.92,41.92,1024.0,82.0,7.58,340.0,12.48,100.0,2.0,2041569.0,CN,1641769036.0,1641805648.0,1024.0,1023.0,0.52,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817333.0,39600.0,2152659.0,Port Macquarie,200,152.9167,-31.4333,73.89,75.06,73.89,73.89,1020.0,87.0,7.07,20.0,9.66,10.0,2.0,2037918.0,AU,1641754428.0,1641805021.0,1020.0,1019.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,9000.0,1641817092.0,28800.0,1735106.0,George Town,200,100.3354,5.4112,85.93,92.44,85.89,86.95,1010.0,64.0,6.91,360.0,,20.0,2.0,2037578.0,MY,1641771058.0,1641813637.0,,,,,
