weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,rain.1h,message,snow.1h
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817116.0,10800.0,1072879.0,Ankazoabo,200,44.5167,-22.2833,92.98,92.61,92.98,92.98,1008.0,33.0,6.33,57.0,7.85,89.0,,,MG,1641781627.0,1641829868.0,1008.0,965.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817117.0,0.0,2270385.0,Camacha,200,-16.3333,33.0833,63.81,63.09,63.36,63.82,1023.0,68.0,12.66,120.0,,20.0,1.0,6902.0,PT,1641802145.0,1641838566.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817119.0,28800.0,1734879.0,Buloh Kasap,200,102.764,2.5536,82.31,88.75,82.31,82.31,1010.0,77.0,5.44,56.0,18.37,94.0,1.0,9437.0,MY,1641770197.0,1641813332.0,1010.0,1008.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817120.0,0.0,2742416.0,Barcelos,200,-8.6151,41.5388,55.26,54.43,53.85,55.92,1025.0,84.0,5.59,335.0,8.23,87.0,2.0,2021760.0,PT,1641801620.0,1641835386.0,1025.0,1020.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,9000.0,1641817121.0,-10800.0,3471451.0,Arraial do Cabo,200,-42.0278,-22.9661,71.46,72.72,71.46,71.56,1010.0,94.0,5.75,70.0,,100.0,1.0,8326.0,BR,1641802327.0,1641850721.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817122.0,0.0,2455290.0,Kidal,200,1.4078,18.4411,73.96,71.38,73.96,73.96,1015.0,7.0,16.91,86.0,17.94,47.0,,,ML,1641796123.0,1641836070.0,1015.0,963.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817124.0,14400.0,935215.0,Saint-Philippe,200,55.7679,-21.3585,77.14,78.31,74.1,78.39,1012.0,80.0,13.65,38.0,15.39,100.0,1.0,2127.0,RE,1641779032.0,1641827061.0,1012.0,1005.0,0.18,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817119.0,-36000.0,5855927.0,Hilo,200,-155.09,19.7297,66.94,67.75,65.93,71.26,1014.0,94.0,4.61,210.0,,0.0,1.0,7881.0,US,1641833826.0,1641873508.0,,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,9769.0,1641817126.0,7200.0,930025.0,Dedza,200,34.3332,-14.3779,70.83,71.08,70.83,70.83,1010.0,74.0,1.77,169.0,4.0,93.0,,,MW,1641784944.0,1641831441.0,1010.0,842.0,1.42,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817127.0,-18000.0,6078372.0,Moose Factory,200,-80.6094,51.2585,-18.42,-31.02,-18.42,-18.4,1018.0,63.0,14.97,270.0,,40.0,1.0,860.0,CA,1641821021.0,1641850552.0,,,,,
"[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,366.0,1641817129.0,-32400.0,5866583.0,Saint Paul Harbor,200,-152.4072,57.79,27.5,15.21,27.5,27.5,983.0,93.0,16.62,307.0,21.81,100.0,,,US,1641840423.0,1641865622.0,983.0,975.0,,,0.88
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817130.0,-21600.0,3994535.0,Ocampo,200,-101.5,21.65,50.14,48.67,50.14,50.14,1024.0,81.0,16.15,94.0,24.76,96.0,,,MX,1641821174.0,1641860429.0,1024.0,782.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817131.0,-21600.0,4047434.0,Russell,200,-85.1999,32.3502,41.38,35.2,39.99,46.11,1026.0,67.0,10.36,300.0,,0.0,2.0,60180.0,US,1641818571.0,1641855205.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817132.0,3600.0,3157549.0,Finnsnes,200,17.9811,69.2296,18.34,12.7,18.34,19.36,1023.0,93.0,3.71,102.0,3.33,67.0,2.0,212156.0,NO,0.0,0.0,1023.0,1021.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817133.0,37800.0,2063036.0,Port Lincoln,200,135.8667,-34.7333,74.1,73.27,74.1,74.1,1011.0,44.0,3.51,250.0,4.94,6.0,,,AU,1641758036.0,1641809599.0,1011.0,1009.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817135.0,28800.0,1714733.0,Dingle,200,122.6711,10.9995,75.2,76.75,75.2,75.2,1012.0,92.0,5.57,355.0,7.76,94.0,,,PH,1641766248.0,1641807723.0,1012.0,1009.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641816945.0,18000.0,559752.0,Gornozavodsk,200,58.3211,58.3758,11.43,-0.94,11.43,11.43,1026.0,87.0,8.88,218.0,28.57,100.0,,,RU,1641790133.0,1641814734.0,1026.0,990.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817114.0,-10800.0,3832899.0,Viedma,200,-62.9967,-40.8135,79.92,79.92,79.92,79.92,1009.0,43.0,7.09,265.0,9.93,0.0,,,AR,1641804769.0,1641858347.0,1009.0,1008.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817073.0,7200.0,964406.0,Port Shepstone,200,30.455,-30.7414,78.64,79.77,78.64,78.64,1007.0,76.0,20.62,45.0,22.66,68.0,,,ZA,1641783932.0,1641834314.0,1007.0,1003.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817139.0,7200.0,964432.0,Port Alfred,200,26.891,-33.5906,80.56,83.3,80.56,80.56,1006.0,66.0,14.65,72.0,15.39,77.0,,,ZA,1641784380.0,1641835578.0,1006.0,1004.0,0.24,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817043.0,7200.0,355939.0,Hihyā,200,31.588,30.6713,62.55,60.15,62.55,63.48,1012.0,35.0,16.08,226.0,20.98,22.0,2.0,47682.0,EG,1641790318.0,1641827385.0,1012.0,1010.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817144.0,36000.0,2093691.0,Kokoda,200,147.7407,-8.8785,74.84,76.53,74.84,74.84,1014.0,96.0,2.01,176.0,3.29,100.0,,,PG,1641758279.0,1641803654.0,1014.0,974.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817145.0,-10800.0,3391889.0,Pitimbu,200,-34.8086,-7.4706,86.59,95.16,86.59,86.59,1013.0,67.0,9.62,123.0,11.34,49.0,1.0,8391.0,BR,1641802247.0,1641847335.0,1013.0,1011.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817148.0,28800.0,2032614.0,Baruun-Urt,200,113.2792,46.6806,-6.83,-19.43,-6.83,-6.83,1035.0,92.0,7.14,244.0,18.45,4.0,,,MN,1641773387.0,1641805093.0,1035.0,907.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817149.0,43200.0,4031574.0,Provideniya,200,-173.3,64.3833,0.37,-12.23,0.37,0.37,1009.0,65.0,8.84,19.0,10.92,0.0,,,RU,1641935507.0,1641953416.0,1009.0,1008.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817150.0,7200.0,1045114.0,Inhambane,200,35.3833,-23.865,86.63,91.56,86.63,86.63,1008.0,58.0,13.78,119.0,12.46,21.0,,,MZ,1641783633.0,1641832248.0,1008.0,1007.0,,,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,402.0,1641816957.0,-32400.0,5880054.0,Barrow,200,-156.7887,71.2906,-14.78,-14.78,-14.78,-14.78,1024.0,76.0,0.0,0.0,,100.0,1.0,7649.0,US,0.0,0.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817152.0,14400.0,933995.0,Souillac,200,57.5167,-20.5167,80.98,86.97,77.36,80.98,1012.0,83.0,9.22,60.0,,75.0,1.0,2061.0,MU,1641778709.0,1641826545.0,,,0.83,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817154.0,-14400.0,3573374.0,The Valley,200,-63.0578,18.217,77.09,78.17,76.86,78.1,1018.0,78.0,8.05,60.0,,20.0,1.0,8788.0,AI,1641811573.0,1641851573.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817155.0,-18000.0,5983720.0,Iqaluit,200,-68.5145,63.7506,-23.31,-35.91,-24.07,-23.31,991.0,61.0,20.0,320.0,,20.0,2.0,47658.0,CA,1641823614.0,1641842151.0,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000.0,1641817156.0,-10800.0,3423146.0,Ilulissat,200,-51.1,69.2167,15.82,3.43,15.82,15.82,982.0,67.0,10.36,110.0,,75.0,1.0,165.0,GL,0.0,0.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641816914.0,14400.0,286621.0,Salalah,200,54.0924,17.0151,77.09,76.28,77.09,77.09,1015.0,38.0,9.22,150.0,,0.0,1.0,7562.0,OM,1641783326.0,1641823572.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817159.0,0.0,2264557.0,Ponta do Sol,200,-17.1,32.6667,67.68,67.33,66.13,69.71,1023.0,68.0,7.65,118.0,7.54,100.0,2.0,2008291.0,PT,1641802271.0,1641838808.0,1023.0,1023.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,7342.0,1641817160.0,25200.0,8079926.0,Labuhan,200,112.2051,-6.8844,80.26,85.39,80.26,80.26,1008.0,84.0,10.67,307.0,13.58,61.0,,,ID,1641767010.0,1641811986.0,1008.0,1008.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817161.0,7200.0,964712.0,Plettenberg Bay,200,23.3716,-34.0527,76.46,77.09,76.46,76.46,1006.0,70.0,10.74,229.0,14.29,43.0,,,ZA,1641785156.0,1641836492.0,1006.0,996.0,0.18,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817162.0,-14400.0,3903342.0,Tarata,200,-66.0167,-17.6167,55.0,53.46,54.82,56.68,1016.0,69.0,4.99,140.0,5.73,100.0,1.0,8640.0,BO,1641808692.0,1641855874.0,1016.0,739.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817163.0,-28800.0,5563839.0,Fortuna,200,-124.1573,40.5982,51.75,49.73,43.41,54.52,1027.0,66.0,8.05,130.0,,100.0,1.0,4127.0,US,1641829180.0,1641863301.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817165.0,7200.0,88834.0,Tūkrah,200,20.5791,32.5341,56.95,55.96,56.95,56.95,1002.0,77.0,27.25,234.0,33.29,97.0,,,LY,1641793210.0,1641829778.0,1002.0,1000.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817166.0,-18000.0,4956335.0,Yarmouth,200,-70.2286,41.7057,32.11,19.51,28.96,33.96,1014.0,61.0,32.01,298.0,38.99,1.0,2.0,2034203.0,US,1641816434.0,1641850154.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817167.0,-14400.0,3628473.0,San Cristobal,200,-72.225,7.7669,57.38,56.44,57.38,57.38,1017.0,77.0,0.94,16.0,2.59,64.0,1.0,8587.0,VE,1641812712.0,1641854835.0,1017.0,915.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817168.0,7200.0,675752.0,Icuseşti,200,26.9333,46.8,34.92,26.37,31.19,37.54,1015.0,65.0,12.21,358.0,15.37,99.0,2.0,50390.0,RO,1641794131.0,1641825807.0,1015.0,994.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817169.0,46800.0,2208248.0,Kaitangata,200,169.8464,-46.2817,57.02,56.93,57.02,57.02,1017.0,96.0,1.32,69.0,3.4,96.0,,,NZ,1641834179.0,1641889990.0,1017.0,1017.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,9883.0,1641817171.0,39600.0,2119283.0,Zyryanka,200,150.85,65.75,-24.5,-37.1,-24.5,-24.5,1031.0,100.0,4.83,162.0,4.63,93.0,,,RU,1641772856.0,1641787585.0,1031.0,1026.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817172.0,10800.0,95788.0,Hīt,200,42.8251,33.6416,63.63,61.57,63.63,63.63,1014.0,40.0,11.16,155.0,15.37,100.0,,,IQ,1641788026.0,1641824281.0,1014.0,1006.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817173.0,7200.0,3356832.0,Henties Bay,200,14.2845,-22.116,71.85,72.12,71.85,71.85,1011.0,72.0,11.23,217.0,10.67,63.0,2.0,2012545.0,NA,1641788905.0,1641837105.0,1011.0,1008.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817175.0,-28800.0,5380437.0,Pacific Grove,200,-121.9166,36.6177,50.05,48.33,43.2,53.42,1027.0,76.0,1.01,289.0,5.01,1.0,2.0,2009350.0,US,1641827998.0,1641863408.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817177.0,-10800.0,3393536.0,Olinda,200,-34.8553,-8.0089,83.93,90.32,83.93,83.93,1013.0,70.0,9.22,130.0,,75.0,1.0,8426.0,BR,1641802205.0,1641847400.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817178.0,28800.0,1786060.0,Yuanping,200,112.7575,38.7153,27.28,18.32,27.28,27.28,1029.0,27.0,9.24,344.0,17.34,0.0,,,CN,1641772013.0,1641806718.0,1029.0,932.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1641817180.0,14400.0,935616.0,Le Port,200,55.2919,-20.9373,74.89,76.03,74.5,78.8,1011.0,84.0,11.77,39.0,13.31,100.0,1.0,2133.0,RE,1641779195.0,1641827127.0,1011.0,1009.0,1.02,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817182.0,-25200.0,5882953.0,Aklavik,200,-135.0107,68.2191,-26.57,-39.17,-35.68,-26.57,1025.0,97.0,6.22,162.0,6.04,14.0,1.0,1029.0,CA,1641845161.0,1641852532.0,1025.0,1024.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817137.0,12600.0,124291.0,Mehrān,200,46.1646,33.1222,72.88,70.95,72.88,72.88,1015.0,23.0,17.07,134.0,23.82,100.0,1.0,7458.0,IR,1641787152.0,1641823552.0,1015.0,997.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641816950.0,7200.0,3369157.0,Cape Town,200,18.4232,-33.9258,77.45,77.52,77.11,78.12,1009.0,56.0,5.99,68.0,21.0,20.0,2.0,2033665.0,ZA,1641786363.0,1641837660.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817185.0,39600.0,2126123.0,Chokurdakh,200,147.9167,70.6333,-24.36,-36.96,-24.36,-24.36,1028.0,97.0,8.46,195.0,15.79,14.0,,,RU,0.0,0.0,1028.0,1023.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817186.0,-10800.0,3842670.0,Olavarría,200,-60.3225,-36.8927,83.07,81.01,83.07,83.07,1013.0,27.0,9.75,331.0,13.65,63.0,,,AR,1641804810.0,1641857022.0,1013.0,994.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817189.0,28800.0,2071860.0,Esperance,200,121.9,-33.8667,62.42,61.79,62.42,62.42,1023.0,73.0,13.15,130.0,17.72,81.0,,,AU,1641761522.0,1641812819.0,1023.0,1023.0,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,10000.0,1641817190.0,3600.0,2729907.0,Longyearbyen,200,15.6401,78.2186,17.44,8.02,17.44,17.44,1010.0,86.0,6.91,120.0,,75.0,1.0,1663.0,SJ,0.0,0.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1641817191.0,3600.0,3348313.0,Huambo,200,15.7392,-12.7761,72.9,72.99,72.9,72.9,1010.0,66.0,5.39,198.0,6.24,78.0,,,AO,1641789575.0,1641835737.0,1010.0,832.0,0.65,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817192.0,3600.0,3137469.0,Sørland,200,12.6934,67.667,30.27,20.59,30.27,30.27,1019.0,70.0,12.03,180.0,12.93,48.0,1.0,1642.0,NO,1641808633.0,1641818141.0,1019.0,1017.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817195.0,-18000.0,6096551.0,Pangnirtung,200,-65.7125,66.1451,-22.0,-22.0,-22.0,-22.0,991.0,76.0,2.3,0.0,,0.0,1.0,968.0,CA,1641825179.0,1641839241.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6377.0,1641817196.0,-10800.0,3421982.0,Maniitsoq,200,-52.9,65.4167,7.68,-4.34,7.68,7.68,983.0,86.0,7.54,59.0,8.75,91.0,,,GL,1641821324.0,1641836944.0,983.0,979.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817031.0,3600.0,2987913.0,Arrondissement de Perpignan,200,2.75,42.75,46.4,40.69,44.98,48.54,1016.0,85.0,12.66,310.0,,90.0,1.0,6517.0,FR,1641799114.0,1641832435.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1641817198.0,18000.0,1282256.0,Hithadhoo,200,73.0833,-0.6,82.83,88.84,82.83,82.83,1009.0,73.0,10.58,9.0,10.8,11.0,,,MV,1641777017.0,1641820763.0,1009.0,1008.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817199.0,3600.0,2662689.0,Visby,200,18.296,57.6409,32.22,25.83,32.22,33.06,1027.0,86.0,6.91,70.0,,40.0,1.0,1796.0,SE,1641799421.0,1641824664.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,8481.0,1641817201.0,0.0,2618795.0,Klaksvík,200,-6.589,62.2266,45.52,34.11,45.52,45.52,989.0,93.0,44.72,174.0,56.57,100.0,1.0,1596.0,FO,1641807712.0,1641828321.0,989.0,986.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817202.0,21600.0,1485020.0,Znamenskoye,200,73.8282,57.1281,9.59,-3.01,9.59,9.59,1035.0,88.0,9.95,214.0,27.78,99.0,,,RU,1641785895.0,1641811527.0,1035.0,1026.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817203.0,-10800.0,3893726.0,Constitución,200,-72.4167,-35.3333,63.82,63.25,63.82,63.82,1017.0,71.0,0.4,82.0,1.39,76.0,,,CL,1641807963.0,1641859676.0,1017.0,1014.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817207.0,-10800.0,3420846.0,Qaqortoq,200,-46.0333,60.7167,19.9,11.71,19.9,19.9,983.0,83.0,6.11,96.0,15.88,10.0,1.0,47.0,GL,1641816290.0,1641838681.0,983.0,983.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817208.0,-14400.0,3374083.0,Bathsheba,200,-59.5167,13.2167,79.41,79.41,79.41,79.41,1015.0,69.0,20.71,90.0,,40.0,1.0,8772.0,BB,1641810204.0,1641851241.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817209.0,-10800.0,3466165.0,Cidreira,200,-50.2056,-30.1811,74.95,75.49,74.95,74.95,1015.0,71.0,11.41,58.0,14.41,35.0,,,BR,1641803379.0,1641853595.0,1015.0,1014.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817210.0,-10800.0,3388456.0,São José da Coroa Grande,200,-35.1478,-8.8978,83.8,88.56,83.8,83.8,1013.0,65.0,8.52,100.0,9.8,46.0,,,BR,1641802186.0,1641847559.0,1013.0,1012.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1641817212.0,32400.0,2021041.0,Kyra,200,111.9753,49.5776,-2.31,-2.31,-2.31,-2.31,1033.0,53.0,2.35,315.0,2.44,0.0,,,RU,1641774379.0,1641804727.0,1033.0,916.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817213.0,39600.0,2126785.0,Belaya Gora,200,146.4167,68.5333,-34.17,-34.17,-34.17,-34.17,1029.0,100.0,2.57,186.0,2.57,33.0,,,RU,1641778974.0,1641783595.0,1029.0,1021.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817214.0,-21600.0,3607003.0,La Sarrosa,200,-87.8333,15.2333,61.72,62.15,61.72,61.72,1018.0,97.0,1.61,202.0,2.06,80.0,,,HN,1641817207.0,1641857834.0,1018.0,934.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817215.0,34200.0,6355222.0,Yulara,200,130.9889,-25.2406,94.84,90.91,94.84,94.84,1011.0,18.0,11.5,240.0,,100.0,1.0,9487.0,AU,1641760508.0,1641809468.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1641817216.0,28800.0,1819729.0,Hong Kong,200,114.1577,22.2855,66.09,66.25,65.03,66.96,1017.0,82.0,3.0,250.0,,54.0,2.0,2035800.0,HK,1641769483.0,1641808576.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1641817218.0,19800.0,1256450.0,Shivrājpur,200,73.65,22.4167,71.56,69.84,71.56,71.56,1014.0,30.0,7.38,0.0,10.38,0.0,1.0,9060.0,IN,1641779220.0,1641818287.0,1014.0,991.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1641817219.0,-14400.0,3831208.0,Qaanaaq,200,-69.3632,77.484,6.35,-6.25,6.35,6.35,982.0,66.0,10.25,50.0,9.33,98.0,,,GL,0.0,0.0,982.0,978.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1641817220.0,0.0,2643044.0,Margate,200,1.3862,51.3813,45.55,45.55,41.76,46.69,1022.0,78.0,1.99,145.0,5.01,83.0,2.0,2020742.0,GB,1641801384.0,1641830820.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817221.0,36000.0,2065594.0,Mount Isa,200,139.5,-20.7333,82.17,84.11,82.17,82.17,1010.0,57.0,6.91,200.0,,40.0,1.0,9495.0,AU,1641758999.0,1641806892.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1641817223.0,-10800.0,3472234.0,Angatuba,200,-48.4128,-23.4897,64.8,65.35,64.8,64.8,1013.0,93.0,6.6,141.0,12.64,100.0,,,BR,1641803799.0,1641852315.0,1013.0,942.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1641817224.0,28800.0,1688696.0,San Policarpo,200,125.5072,12.1791,78.82,78.82,78.82,78.82,1012.0,82.0,3.74,3.0,5.08,47.0,,,PH,1641765685.0,1641806923.0,1012.0,1011.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1641817225.0,7200.0,86049.0,Jalu,200,21.5482,29.0331,64.49,61.48,64.49,64.49,1009.0,18.0,24.74,242.0,29.82,31.0,,,LY,1641792516.0,1641830007.0,1009.0,1005.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1641817226.0,-36000.0,4035715.0,Avarua,200,-159.775,-21.2078,78.85,78.85,78.85,78.85,1010.0,83.0,4.61,100.0,,20.0,1.0,7271.0,CK,1641830804.0,1641878778.0,,,,,
