weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,sys.type,sys.id,message,rain.1h,snow.1h
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669534.0,28800.0,1804879.0,Kaifeng,200,114.3483,34.7911,301.63,308.25,301.63,301.63,996.0,89.0,996.0,988.0,2.12,188.0,4.18,4.0,CN,1627680685.0,1627730785.0,1.0,9631.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669534.0,-21600.0,3652758.0,Puerto Baquerizo Moreno,200,-89.6,-0.9,297.7,298.12,297.7,297.7,1010.0,73.0,,,7.72,150.0,,75.0,EC,1627646545.0,1627690022.0,1.0,8546.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669535.0,14400.0,933995.0,Souillac,200,57.5167,-20.5167,295.36,295.31,294.46,295.36,1026.0,64.0,,,8.23,120.0,,40.0,MU,1627612877.0,1627653076.0,1.0,2061.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669535.0,-21600.0,3985710.0,Cabo San Lucas,200,-109.9124,22.8909,305.34,312.34,300.9,308.99,956.0,66.0,,,1.79,167.0,4.02,1.0,MX,1627649392.0,1627696925.0,2.0,2004005.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669535.0,-36000.0,4034551.0,Faanui,200,-151.75,-16.4833,298.74,299.08,298.74,298.74,1017.0,66.0,1017.0,1017.0,6.96,149.0,6.89,76.0,PF,1627662732.0,1627703667.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669371.0,18000.0,562878.0,Fershampenuaz,200,59.8117,53.5202,290.54,290.53,290.54,290.54,1008.0,84.0,1008.0,967.0,2.61,272.0,2.77,64.0,RU,1627603969.0,1627660882.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669535.0,-18000.0,5528182.0,Pecos,200,-103.4932,31.4229,305.73,305.06,304.72,306.2,1021.0,33.0,,,5.14,120.0,7.72,40.0,US,1627646953.0,1627696282.0,1.0,5325.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669535.0,7200.0,919009.0,Chingola,200,27.8838,-12.529,289.3,288.07,289.3,289.3,1021.0,42.0,1021.0,871.0,3.44,146.0,12.41,4.0,ZM,1627619295.0,1627660882.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669535.0,-28800.0,5859699.0,College,200,-147.8028,64.8569,288.99,288.61,287.85,290.33,1017.0,76.0,,,0.0,0.0,,90.0,US,1627649134.0,1627715370.0,1.0,7683.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669535.0,25200.0,1649150.0,Bengkulu,200,102.2655,-3.8004,297.56,298.41,297.56,297.56,1013.0,90.0,1013.0,1010.0,2.75,111.0,3.74,19.0,ID,1627687126.0,1627730143.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669536.0,-14400.0,3907584.0,Potosí,200,-65.7531,-19.5836,283.65,281.49,283.65,283.65,1012.0,28.0,1012.0,639.0,2.5,338.0,7.53,84.0,BO,1627642369.0,1627682752.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669536.0,10800.0,553766.0,Kamenka,200,42.7678,51.3223,293.52,294.01,293.52,293.52,1007.0,92.0,1007.0,988.0,2.32,115.0,5.07,82.0,RU,1627608618.0,1627664414.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669536.0,18000.0,1337619.0,Ugoofaaru,200,73.0,5.6667,301.23,304.54,301.23,301.23,1013.0,74.0,1013.0,1013.0,4.31,285.0,4.67,83.0,MV,1627606992.0,1627651529.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669536.0,10800.0,257122.0,Methóni,200,21.7049,36.8197,302.71,307.36,302.71,302.71,1010.0,71.0,1010.0,1008.0,5.14,324.0,7.12,0.0,GR,1627616223.0,1627666919.0,2.0,2003914.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627669536.0,39600.0,2134814.0,Sola,200,167.55,-13.8833,298.7,299.37,298.7,298.7,1011.0,79.0,1011.0,999.0,5.87,162.0,5.96,53.0,VU,1627672278.0,1627713657.0,,,,0.93,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669536.0,32400.0,2015306.0,Tiksi,200,128.8694,71.6872,284.14,283.17,284.14,284.14,1015.0,72.0,1015.0,1011.0,4.25,6.0,5.33,15.0,RU,0.0,0.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669536.0,7200.0,2513222.0,Níjar,200,-2.206,36.9665,294.95,295.48,294.95,304.19,1010.0,88.0,,,5.66,210.0,,75.0,ES,1627621945.0,1627672674.0,1.0,6393.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669536.0,-7200.0,3420846.0,Qaqortoq,200,-46.0333,60.7167,291.43,290.57,291.43,291.43,1004.0,48.0,1004.0,1004.0,3.97,95.0,6.99,100.0,GL,1627626937.0,1627688719.0,1.0,47.0,,,
"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",stations,10000.0,1627669487.0,-25200.0,5746545.0,Portland,200,-122.6762,45.5234,301.88,302.14,300.11,305.31,1014.0,47.0,,,0.89,360.0,4.47,40.0,US,1627649556.0,1627702888.0,2.0,2008548.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669537.0,-21600.0,6100069.0,Peace River,200,-117.286,56.2501,299.32,299.32,299.32,299.32,1023.0,38.0,,,0.0,0.0,,20.0,CA,1627645731.0,1627704125.0,1.0,877.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669537.0,-36000.0,5856516.0,‘Āhuimanu,200,-157.8378,21.4447,299.2,299.2,298.96,299.99,1017.0,68.0,,,5.14,70.0,,40.0,US,1627661036.0,1627708285.0,1.0,7877.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669537.0,-10800.0,3407703.0,Amontada,200,-39.8317,-3.3617,305.8,307.72,305.8,305.8,1011.0,46.0,1011.0,1007.0,5.16,48.0,5.86,71.0,BR,1627634798.0,1627677881.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669537.0,-21600.0,5887916.0,Athabasca,200,-113.2854,54.7169,298.98,298.3,298.98,300.05,1021.0,26.0,1021.0,960.0,1.84,82.0,1.75,4.0,CA,1627645230.0,1627702706.0,1.0,610.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669537.0,-14400.0,4499379.0,Wilmington,200,-77.9447,34.2257,305.86,312.86,301.96,307.58,1012.0,72.0,,,5.14,220.0,,20.0,US,1627640485.0,1627690488.0,1.0,4521.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669537.0,10800.0,700964.0,Mlyniv,200,25.6168,50.509,297.55,297.72,297.55,297.55,1010.0,64.0,1010.0,987.0,2.86,201.0,2.92,2.0,UA,1627612927.0,1627668337.0,2.0,2011559.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627669537.0,0.0,2423126.0,Beyla,200,-8.6333,8.6833,296.13,296.89,296.13,296.13,1013.0,92.0,1013.0,939.0,2.07,216.0,4.57,90.0,GN,1627626338.0,1627671366.0,,,,0.78,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669537.0,-10800.0,3466165.0,Cidreira,200,-50.2056,-30.1811,286.12,284.88,286.12,286.12,1029.0,54.0,1029.0,1028.0,1.94,170.0,1.61,7.0,BR,1627639663.0,1627677995.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669538.0,10800.0,94298.0,Kifrī,200,44.9661,34.6959,311.3,308.73,311.3,311.3,995.0,13.0,995.0,970.0,1.46,240.0,1.68,0.0,IQ,1627610912.0,1627661065.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669538.0,32400.0,2112309.0,Katsuura,200,140.3,35.1333,298.03,298.85,297.7,299.32,1002.0,87.0,1002.0,1002.0,3.29,33.0,3.86,5.0,JP,1627674410.0,1627724603.0,2.0,20334.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627669538.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,295.09,295.79,295.09,295.09,1013.0,94.0,,,2.06,60.0,,66.0,NU,1627667315.0,1627707804.0,1.0,7306.0,,0.19,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,6437.0,1627669538.0,-28800.0,5880054.0,Barrow,200,-156.7887,71.2906,284.16,283.46,284.16,284.16,1007.0,82.0,,,4.12,140.0,,90.0,US,0.0,0.0,1.0,7649.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669538.0,7200.0,3135813.0,Stranda,200,6.9358,62.3096,287.56,287.3,285.66,288.34,990.0,86.0,,,3.13,241.0,,34.0,NO,1627613435.0,1627676796.0,2.0,2006995.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669538.0,7200.0,778707.0,Mehamn,200,27.8492,71.0357,281.48,278.84,281.48,281.48,1001.0,84.0,1001.0,1000.0,4.56,109.0,5.35,100.0,NO,0.0,0.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669538.0,36000.0,2171766.0,Charlestown,200,151.6667,-32.95,280.64,279.21,276.45,282.82,1016.0,70.0,,,2.24,23.0,3.58,0.0,AU,1627677897.0,1627715660.0,2.0,2009631.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669533.0,-10800.0,3435910.0,Buenos Aires,200,-58.3772,-34.6132,288.8,287.7,287.49,290.38,1024.0,49.0,1024.0,1021.0,5.81,358.0,8.08,0.0,AR,1627642118.0,1627679462.0,2.0,2008409.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669539.0,28800.0,1529651.0,Altay,200,88.1167,47.8667,291.57,290.9,291.57,291.57,1010.0,55.0,1010.0,910.0,0.35,223.0,2.02,100.0,CN,1627684954.0,1627739107.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669539.0,18000.0,1337607.0,Kudahuvadhoo,200,72.8944,2.6708,301.24,304.27,301.24,301.24,1014.0,72.0,1014.0,1013.0,1.57,256.0,1.67,100.0,MV,1627607261.0,1627651311.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669539.0,36000.0,2120048.0,Ust-Nera,200,143.2,64.5667,280.36,279.23,280.36,280.36,1019.0,73.0,1019.0,961.0,1.86,35.0,1.91,47.0,RU,1627665927.0,1627731695.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669539.0,-18000.0,3939168.0,Huarmey,200,-78.1522,-10.0681,294.4,294.46,294.4,294.4,1012.0,72.0,1012.0,1011.0,5.33,196.0,5.03,32.0,PE,1627644536.0,1627686537.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669539.0,-10800.0,3471830.0,Araguari,200,-48.1872,-18.6472,297.31,295.94,297.31,297.31,1018.0,6.0,1018.0,917.0,1.28,229.0,1.78,2.0,BR,1627638071.0,1627678618.0,1.0,8471.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669539.0,19800.0,1261173.0,North Vanlaiphai,200,93.0667,23.1333,290.34,290.7,290.34,290.34,1007.0,99.0,1007.0,862.0,0.48,156.0,0.52,100.0,IN,1627600638.0,1627648251.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669539.0,28800.0,2038087.0,Chengde,200,117.9361,40.9725,292.63,293.11,292.63,292.63,997.0,95.0,997.0,959.0,1.28,314.0,1.28,100.0,CN,1627678978.0,1627730770.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669539.0,32400.0,2017155.0,Saskylakh,200,114.0833,71.9167,294.44,293.96,294.44,294.44,1015.0,51.0,1015.0,1014.0,3.1,191.0,3.13,9.0,RU,0.0,0.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627669540.0,28800.0,1807681.0,Huainan,200,116.9969,32.6264,298.42,299.33,298.42,298.42,998.0,89.0,998.0,992.0,2.63,154.0,3.58,1.0,CN,1627680311.0,1627729888.0,,,,0.33,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669540.0,21600.0,1516589.0,Zhezkazgan,200,67.7144,47.8043,296.33,295.17,296.33,296.33,1015.0,18.0,1015.0,971.0,3.46,35.0,4.77,70.0,KZ,1627689867.0,1627743987.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669345.0,7200.0,786714.0,Pristina,200,21.1669,42.6727,302.72,301.73,302.38,303.8,1010.0,33.0,,,0.89,33.0,2.24,0.0,XK,1627615493.0,1627667907.0,2.0,2006570.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669540.0,-10800.0,3458498.0,Linhares,200,-40.0722,-19.3911,292.11,291.63,292.11,292.11,1024.0,60.0,1024.0,1020.0,4.06,174.0,6.61,100.0,BR,1627636190.0,1627676604.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669540.0,0.0,2449893.0,Tessalit,200,1.0114,20.1986,304.75,304.26,304.75,304.75,1008.0,36.0,1008.0,952.0,8.9,244.0,10.73,77.0,ML,1627623018.0,1627670056.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669540.0,-18000.0,4015683.0,Canatlán,200,-104.7833,24.5167,294.51,293.85,294.51,294.51,1018.0,44.0,1018.0,816.0,3.9,103.0,4.42,45.0,MX,1627648001.0,1627695854.0,1.0,7113.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669540.0,-10800.0,3392126.0,Pilar,200,-35.9567,-9.5972,300.11,301.47,300.11,300.11,1016.0,64.0,1016.0,1002.0,4.74,149.0,5.57,45.0,BR,1627634372.0,1627676447.0,1.0,8413.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627669540.0,28800.0,1529102.0,Ürümqi,200,87.6005,43.801,288.68,288.43,288.68,288.68,1015.0,82.0,,,2.0,300.0,,40.0,CN,1627685816.0,1627738493.0,1.0,9677.0,,1.18,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669540.0,25200.0,1504382.0,Kargasok,200,80.8572,59.0556,281.95,280.52,281.95,281.95,1011.0,94.0,1011.0,1004.0,2.54,211.0,2.55,5.0,RU,1627683659.0,1627743887.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,125.0,1627669541.0,43200.0,4031742.0,Egvekinot,200,-179.1667,66.3167,275.47,274.24,275.47,275.47,1005.0,95.0,1005.0,953.0,1.37,31.0,1.55,100.0,RU,1627742214.0,1627810140.0,,,,0.19,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669541.0,-10800.0,3464008.0,Esmeraldas,200,-44.3139,-19.7625,297.54,296.45,295.73,298.21,1019.0,16.0,1019.0,934.0,1.17,217.0,1.45,1.0,BR,1627637241.0,1627677589.0,1.0,8414.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669541.0,-14400.0,3868308.0,Vicuña,200,-70.7081,-30.0319,282.0,280.68,282.0,282.0,1016.0,8.0,1016.0,946.0,2.41,277.0,1.61,0.0,CL,1627644566.0,1627682933.0,1.0,8514.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669541.0,32400.0,1623197.0,Tual,200,132.75,-5.6667,300.25,303.21,300.25,300.25,1011.0,81.0,1011.0,1011.0,6.38,133.0,6.6,100.0,ID,1627679959.0,1627722678.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669309.0,3600.0,2634739.0,Warrington,200,-2.5802,53.3925,288.46,288.37,287.38,289.21,1006.0,89.0,,,1.79,299.0,2.68,75.0,GB,1627618994.0,1627675805.0,2.0,2008454.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627669541.0,0.0,2299625.0,Kintampo,200,-1.7306,8.0563,298.3,298.96,298.3,298.3,1012.0,80.0,1012.0,974.0,1.99,180.0,2.6,67.0,GH,1627624733.0,1627669658.0,,,,0.55,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669541.0,-18000.0,3671387.0,Puerto Nariño,200,-70.3831,-3.7703,299.12,299.12,299.12,299.12,1016.0,36.0,1016.0,1006.0,1.82,166.0,2.98,100.0,CO,1627642163.0,1627685180.0,1.0,8600.0,,,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",stations,5000.0,1627669541.0,19800.0,1264527.0,Chennai,200,80.2785,13.0878,304.14,308.48,304.14,304.14,1007.0,62.0,,,1.54,210.0,,40.0,IN,1627604625.0,1627650402.0,1.0,9218.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669541.0,34200.0,2173911.0,Broken Hill,200,141.4333,-31.95,287.99,286.76,287.99,287.99,1009.0,47.0,,,3.09,290.0,,19.0,AU,1627680241.0,1627718228.0,1.0,9491.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669541.0,-14400.0,4362001.0,Mayo,200,-76.5119,38.8876,303.92,305.21,302.12,305.57,1004.0,49.0,,,4.47,20.0,7.15,1.0,US,1627639525.0,1627690761.0,2.0,2005357.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669542.0,-21600.0,5546220.0,Saint George,200,-113.5841,37.1041,302.6,303.55,301.48,303.92,1016.0,51.0,,,0.89,116.0,1.79,1.0,US,1627648673.0,1627699407.0,2.0,2007591.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669452.0,-10800.0,3430863.0,Mar del Plata,200,-57.5575,-38.0023,288.22,286.93,288.16,288.22,1015.0,44.0,,,0.89,230.0,10.28,0.0,AR,1627642339.0,1627678849.0,2.0,264934.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669542.0,25200.0,1157662.0,Bang Saphan,200,99.5117,11.2126,299.78,299.78,299.78,299.78,1010.0,85.0,1010.0,1008.0,3.33,252.0,10.27,100.0,TH,1627686580.0,1627732012.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669542.0,7200.0,2937959.0,Bone,200,12.1396,51.9669,298.03,297.8,297.49,299.52,1007.0,47.0,1007.0,998.0,2.32,205.0,4.15,75.0,DE,1627615821.0,1627671912.0,2.0,68403.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669542.0,28800.0,2034691.0,Songjianghe,200,127.479,42.1859,293.31,293.39,293.31,293.31,1000.0,77.0,1000.0,920.0,1.82,154.0,1.75,32.0,CN,1627676499.0,1627728668.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669542.0,7200.0,981827.0,Louis Trichardt,200,29.9032,-23.0439,283.96,283.13,283.96,283.96,1032.0,78.0,1032.0,922.0,2.17,121.0,3.93,0.0,ZA,1627619735.0,1627659472.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669542.0,7200.0,884979.0,Mutare,200,32.6709,-18.9707,287.62,286.56,287.62,287.62,1029.0,55.0,1029.0,903.0,3.5,95.0,9.21,10.0,ZW,1627618699.0,1627659179.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669267.0,-10800.0,3382160.0,Cayenne,200,-52.3333,4.9333,302.64,309.29,302.64,303.17,1013.0,80.0,,,1.79,60.0,4.47,20.0,GF,1627637133.0,1627681546.0,2.0,2038747.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627669451.0,7200.0,602150.0,Umeå,200,20.2597,63.8284,290.11,290.16,288.66,290.11,992.0,88.0,,,0.0,0.0,,75.0,SE,1627609374.0,1627674462.0,1.0,1770.0,,0.42,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669542.0,28800.0,1529660.0,Aksu,200,80.2644,41.1231,301.12,300.06,301.12,301.12,997.0,26.0,997.0,882.0,2.29,12.0,2.7,32.0,CN,1627688003.0,1627739828.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669543.0,7200.0,2562247.0,Marsaxlokk,200,14.5431,35.8419,302.49,304.44,302.49,303.19,1012.0,58.0,,,2.57,210.0,,0.0,MT,1627618071.0,1627668508.0,1.0,6861.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669543.0,7200.0,212730.0,Kisangani,200,25.2,0.5167,301.88,301.94,301.88,301.88,1009.0,45.0,1009.0,965.0,0.28,244.0,0.31,91.0,CD,1627618881.0,1627662584.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669543.0,-36000.0,5847411.0,Kahului,200,-156.47,20.8947,299.08,299.66,297.42,300.16,1017.0,74.0,,,8.75,70.0,11.83,20.0,US,1627660759.0,1627707905.0,1.0,7879.0,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627669543.0,0.0,2422968.0,Boffa,200,-14.0333,10.1667,298.36,299.29,298.36,298.36,1013.0,90.0,1013.0,1013.0,3.05,239.0,5.85,99.0,GN,1627627511.0,1627672785.0,,,,0.97,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669330.0,-10800.0,3407882.0,Altamira,200,-52.2064,-3.2033,304.2,310.88,304.2,304.2,1013.0,70.0,,,2.06,30.0,,75.0,BR,1627637755.0,1627680863.0,1.0,8366.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669500.0,43200.0,2126682.0,Bilibino,200,166.4372,68.0546,273.07,273.07,273.07,273.07,1016.0,75.0,1016.0,980.0,0.94,261.0,0.96,78.0,RU,1627657315.0,1627729153.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669543.0,-7200.0,3418910.0,Upernavik,200,-56.1549,72.7868,279.03,275.17,279.03,279.03,1014.0,77.0,1014.0,1014.0,5.99,360.0,7.51,74.0,GL,0.0,0.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669543.0,-10800.0,3440781.0,Rivera,200,-55.5508,-30.9053,286.14,284.85,286.14,286.14,1028.0,52.0,1028.0,1004.0,3.21,27.0,3.72,0.0,UY,1627641023.0,1627679201.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669544.0,14400.0,935214.0,Saint-Pierre,200,55.4781,-21.3393,292.35,292.55,291.64,292.97,1026.0,85.0,,,7.2,120.0,,90.0,RE,1627613441.0,1627653491.0,1.0,2127.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669544.0,-10800.0,3385980.0,Tucumã,200,-50.05,-0.1833,303.01,306.31,303.01,303.01,1012.0,63.0,1012.0,1011.0,2.04,64.0,3.25,44.0,BR,1627636996.0,1627680587.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669501.0,-10800.0,3430545.0,Morón,200,-58.6198,-34.6534,289.17,287.64,287.5,290.38,1023.0,31.0,,,3.58,345.0,6.71,0.0,AR,1627642181.0,1627679516.0,2.0,2008838.0,,,
