weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,main.sea_level,main.grnd_level,wind.speed,wind.deg,wind.gust,clouds.all,sys.country,sys.sunrise,sys.sunset,sys.type,sys.id,message,rain.1h,snow.1h
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669396.0,7200.0,3096880.0,Kalisz,200,18.091,51.7611,295.77,295.6,295.77,295.77,1008.0,58.0,1008.0,996.0,2.81,302.0,3.75,98.0,PL,1627614441.0,1627670435.0,2.0,2018853.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669526.0,28800.0,2070998.0,Geraldton,200,114.6,-28.7667,286.38,285.61,286.38,287.66,1013.0,71.0,,,7.72,240.0,,75.0,AU,1627686341.0,1627725008.0,1.0,9522.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669526.0,0.0,2303611.0,Esim,200,-2.2405,4.8699,298.69,299.39,298.69,298.69,1013.0,80.0,1013.0,1011.0,3.64,208.0,5.11,92.0,GH,1627625116.0,1627669520.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669526.0,-10800.0,3831208.0,Qaanaaq,200,-69.3632,77.484,278.32,275.66,278.32,278.32,1017.0,91.0,1017.0,1013.0,3.28,83.0,4.76,100.0,GL,0.0,0.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669526.0,-14400.0,3883457.0,Lebu,200,-73.65,-37.6167,285.25,284.47,285.25,285.25,1021.0,75.0,1021.0,1017.0,2.92,224.0,4.68,100.0,CL,1627646149.0,1627682762.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669526.0,36000.0,2171099.0,Codrington,200,141.9667,-38.2667,285.19,284.04,285.19,285.19,1002.0,61.0,1002.0,1001.0,7.61,346.0,15.78,18.0,AU,1627680863.0,1627717351.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669526.0,18000.0,1180281.0,Dera Ismail Khan,200,70.9024,31.8327,308.79,314.54,308.79,308.79,996.0,48.0,996.0,977.0,6.89,102.0,8.92,2.0,PK,1627605032.0,1627654496.0,,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,6713.0,1627669270.0,3600.0,2595346.0,Ikare,200,5.2322,7.4913,295.36,296.12,295.36,295.36,1013.0,95.0,1013.0,972.0,1.79,231.0,5.33,100.0,NG,1627623108.0,1627667941.0,,,,1.81,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669526.0,32400.0,2015913.0,Suntar,200,117.6319,62.1444,285.96,284.81,285.96,285.96,1016.0,58.0,1016.0,1002.0,1.28,86.0,1.4,8.0,RU,1627673466.0,1627736428.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669527.0,0.0,3416888.0,Grindavik,200,-22.4338,63.8424,290.1,289.73,289.12,290.41,1015.0,72.0,,,3.09,310.0,,0.0,IS,1627619634.0,1627684694.0,1.0,90.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,3600.0,239899.0,Bria,200,21.9863,6.5423,294.52,295.17,294.52,294.52,1012.0,94.0,1012.0,947.0,0.91,24.0,1.06,100.0,CF,1627619165.0,1627663842.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,7200.0,986717.0,Kruisfontein,200,24.7314,-34.0033,284.2,283.4,284.2,284.2,1030.0,78.0,1030.0,1003.0,0.53,27.0,0.55,82.0,ZA,1627622112.0,1627659578.0,2.0,2035063.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669527.0,-10800.0,3839307.0,Rawson,200,-65.1023,-43.3002,286.51,284.74,286.51,286.51,1011.0,32.0,1011.0,1010.0,8.82,229.0,11.37,100.0,AR,1627644890.0,1627679918.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,32400.0,7671223.0,Kloulklubed,200,134.2556,7.0419,298.43,298.92,298.43,298.43,1009.0,73.0,1009.0,1008.0,2.55,250.0,2.73,100.0,PW,1627678584.0,1627723331.0,1.0,7901.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669304.0,-14400.0,3899695.0,Ancud,200,-73.8203,-41.8697,281.89,280.86,281.89,281.89,1022.0,80.0,1022.0,1016.0,2.02,257.0,3.49,90.0,CL,1627646768.0,1627682225.0,1.0,8512.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,18000.0,161974.0,Bereket,200,55.5154,39.2446,304.69,302.63,304.69,304.69,1010.0,18.0,1010.0,1006.0,1.87,324.0,1.95,81.0,TM,1627607767.0,1627659146.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,36000.0,2026643.0,Birobidzhan,200,132.95,48.8,293.01,293.09,293.01,293.01,1004.0,78.0,1004.0,995.0,3.62,62.0,9.83,97.0,RU,1627673996.0,1627728546.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,18000.0,1282256.0,Hithadhoo,200,73.0833,-0.6,300.84,303.84,300.84,300.84,1014.0,75.0,1014.0,1013.0,2.94,127.0,2.83,67.0,MV,1627607479.0,1627651002.0,,,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,10000.0,1627669527.0,7200.0,3165584.0,Tolmezzo,200,13.0175,46.4075,295.01,295.55,293.07,298.27,1011.0,88.0,1011.0,966.0,0.21,252.0,0.99,79.0,IT,1627616800.0,1627670512.0,2.0,2012755.0,,3.65,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669527.0,25200.0,1152194.0,Mae Sai,200,99.8762,20.4335,298.77,299.97,298.77,298.95,1006.0,99.0,1006.0,956.0,0.69,297.0,0.81,74.0,TH,1627685685.0,1627732731.0,1.0,9256.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669528.0,-14400.0,5282297.0,Bethel,200,-73.414,41.3712,299.55,299.55,297.51,301.59,1008.0,54.0,,,4.12,330.0,8.23,75.0,US,1627638414.0,1627690384.0,2.0,2004826.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669528.0,-18000.0,4414200.0,West Plains,200,-91.8524,36.7281,307.08,313.16,306.43,307.61,1018.0,55.0,,,1.79,117.0,4.47,1.0,US,1627643504.0,1627694144.0,2.0,2040569.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669528.0,7200.0,1015776.0,Bredasdorp,200,20.0403,-34.5322,282.77,282.77,282.77,283.31,1030.0,93.0,,,0.51,90.0,,8.0,ZA,1627623299.0,1627660642.0,1.0,1966.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669528.0,-36000.0,5855927.0,Hilo,200,-155.09,19.7297,297.24,297.95,296.55,299.4,1019.0,86.0,,,3.09,250.0,,90.0,US,1627660536.0,1627707466.0,1.0,7881.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,8000.0,1627669528.0,7200.0,964420.0,Port Elizabeth,200,25.5701,-33.918,283.31,282.81,283.31,285.43,1030.0,93.0,,,1.03,310.0,,70.0,ZA,1627621901.0,1627659386.0,1.0,1973.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669528.0,28800.0,2037485.0,Erenhot,200,111.9767,43.6475,295.25,294.95,295.25,295.25,998.0,55.0,998.0,894.0,5.96,349.0,8.77,9.0,CN,1627679986.0,1627732622.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669528.0,34200.0,2077895.0,Alice Springs,200,133.8833,-23.7,290.9,289.49,290.9,290.9,1013.0,29.0,,,3.6,340.0,,0.0,AU,1627681220.0,1627720874.0,1.0,9483.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669528.0,-10800.0,3466704.0,Castro,200,-50.0119,-24.7911,286.07,284.44,286.07,286.07,1025.0,39.0,1025.0,911.0,2.23,104.0,2.12,63.0,BR,1627639073.0,1627678492.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669528.0,-14400.0,4752031.0,Charlottesville,200,-78.4767,38.0293,306.59,309.45,303.7,308.41,1010.0,47.0,,,2.24,340.0,5.36,1.0,US,1627640116.0,1627691112.0,2.0,2021354.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669528.0,-36000.0,5848280.0,Kapaa,200,-159.319,22.0752,298.86,299.47,298.21,300.33,1018.0,76.0,,,0.45,325.0,3.58,40.0,US,1627661331.0,1627708700.0,2.0,2001562.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669529.0,39600.0,2137773.0,Vao,200,167.4833,-22.6667,293.05,292.56,293.05,293.05,1014.0,56.0,1014.0,1004.0,11.22,210.0,12.05,9.0,NC,1627673062.0,1627712904.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669529.0,28800.0,2071860.0,Esperance,200,121.9,-33.8667,279.06,276.07,279.06,279.06,1007.0,80.0,1007.0,1007.0,4.1,255.0,6.34,90.0,AU,1627685142.0,1627722704.0,1.0,9525.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669529.0,7200.0,1024701.0,Macia,200,33.0989,-25.0269,289.25,289.19,289.25,289.25,1032.0,87.0,1032.0,1024.0,2.2,162.0,4.62,49.0,MZ,1627619157.0,1627658516.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669529.0,7200.0,3170346.0,Pombia,200,8.6336,45.653,298.99,299.46,295.94,300.68,1007.0,70.0,,,2.06,280.0,,0.0,IT,1627617992.0,1627671424.0,1.0,6734.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,62.0,1627669529.0,25200.0,1507390.0,Dikson,200,80.5464,73.5069,277.0,277.0,277.0,277.0,1008.0,99.0,1008.0,1003.0,0.56,263.0,0.72,98.0,RU,0.0,0.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669425.0,-25200.0,5386754.0,Redlands,200,-117.1825,34.0556,306.91,305.66,297.68,310.99,1013.0,27.0,,,0.89,249.0,1.79,1.0,US,1627649928.0,1627699879.0,2.0,2011635.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669529.0,34200.0,2063056.0,Port Augusta,200,137.7667,-32.5,283.54,282.2,283.54,284.23,1007.0,60.0,1007.0,1007.0,1.3,350.0,1.48,17.0,AU,1627681182.0,1627719048.0,2.0,2012077.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669465.0,-14400.0,3579925.0,St. George's,200,-61.7485,12.0564,302.97,307.75,302.97,302.97,1014.0,70.0,,,8.23,100.0,,20.0,GD,1627638805.0,1627684394.0,1.0,8781.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,9000.0,1627669530.0,7200.0,3042621.0,Zalakomár,200,17.1809,46.538,301.85,302.54,298.99,302.14,1009.0,51.0,,,1.54,190.0,,2.0,HU,1627615775.0,1627669538.0,1.0,6674.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669530.0,0.0,3412093.0,Vestmannaeyjar,200,-20.2734,63.4427,286.7,286.25,286.7,286.7,1014.0,82.0,,,6.69,280.0,,40.0,IS,1627619354.0,1627683937.0,1.0,93.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669530.0,28800.0,1731248.0,Alugan,200,125.4808,12.2188,301.67,305.35,301.67,301.67,1008.0,73.0,1008.0,1006.0,4.1,236.0,9.0,100.0,PH,1627680262.0,1627725865.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669530.0,39600.0,2127060.0,Arman',200,150.1667,59.7,279.58,276.6,279.58,279.58,1016.0,70.0,1016.0,1014.0,4.32,29.0,4.55,75.0,RU,1627666745.0,1627727533.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627669530.0,36000.0,2090021.0,Namatanai,200,152.4333,-3.6667,299.03,299.84,299.03,299.03,1010.0,83.0,1010.0,1004.0,1.94,147.0,2.25,54.0,PG,1627675076.0,1627718114.0,,,,0.13,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669530.0,14400.0,934479.0,Grand Gaube,200,57.6608,-20.0064,294.47,294.49,294.47,295.37,1026.0,70.0,,,3.58,132.0,5.36,10.0,MU,1627612796.0,1627653088.0,2.0,2002134.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627669530.0,39600.0,2126785.0,Belaya Gora,200,146.4167,68.5333,283.86,282.29,283.86,283.86,1016.0,50.0,1016.0,1009.0,3.14,212.0,6.51,100.0,RU,1627661543.0,1627734535.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669530.0,21600.0,1524302.0,Ereymentau,200,73.1033,51.6199,290.59,289.3,290.59,290.59,1015.0,35.0,1015.0,970.0,2.8,171.0,2.79,91.0,KZ,1627687749.0,1627743518.0,,,,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627669530.0,46800.0,4032243.0,Vaini,200,-175.2,-21.2,296.24,297.22,296.24,296.24,1012.0,100.0,,,2.57,50.0,,90.0,TO,1627755146.0,1627795304.0,1.0,7285.0,,0.37,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669530.0,3600.0,2656708.0,Ayr,200,-4.6339,55.4627,290.74,290.57,290.14,293.32,1005.0,77.0,,,4.12,300.0,,75.0,GB,1627618902.0,1627676882.0,1.0,1444.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669531.0,7200.0,2729907.0,Longyearbyen,200,15.6401,78.2186,278.06,272.68,278.06,278.06,1008.0,65.0,,,9.77,120.0,,40.0,SJ,0.0,0.0,1.0,1663.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669531.0,-14400.0,4944903.0,Nantucket,200,-70.0995,41.2835,299.33,299.33,297.57,300.34,1006.0,61.0,,,6.17,230.0,,40.0,US,1627637631.0,1627689576.0,1.0,3218.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,6655.0,1627669531.0,43200.0,2180815.0,Tuatapere,200,167.6833,-46.1333,281.94,279.56,281.94,281.94,1012.0,96.0,1012.0,1009.0,4.22,209.0,8.47,100.0,NZ,1627675853.0,1627710018.0,2.0,2008959.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669386.0,32400.0,1835848.0,Seoul,200,126.9778,37.5683,299.98,302.35,298.57,300.91,1000.0,78.0,,,3.09,220.0,,75.0,KR,1627677292.0,1627728116.0,1.0,8105.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669340.0,28800.0,2074865.0,Carnarvon,200,113.6333,-24.8667,290.19,289.78,290.19,290.19,1016.0,70.0,,,8.75,230.0,14.4,40.0,AU,1627686188.0,1627725625.0,1.0,9505.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,8033.0,1627669503.0,43200.0,4031574.0,Provideniya,200,-173.3,64.3833,281.39,279.52,281.39,281.39,1005.0,96.0,1005.0,1005.0,3.05,184.0,4.44,88.0,RU,1627742180.0,1627807358.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669531.0,18000.0,1491230.0,Sovetskiy,200,63.5842,61.3614,284.66,284.16,284.66,284.66,1002.0,88.0,1002.0,989.0,1.35,226.0,1.35,72.0,RU,1627600286.0,1627662755.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669531.0,-14400.0,5983720.0,Iqaluit,200,-68.5145,63.7506,286.0,284.75,286.0,286.0,1012.0,54.0,,,2.06,210.0,,75.0,CA,1627630773.0,1627695673.0,1.0,797.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669531.0,0.0,2294915.0,Takoradze,200,-1.7554,4.8845,298.65,299.37,298.65,298.65,1013.0,81.0,1013.0,1011.0,4.33,203.0,6.22,77.0,GH,1627624998.0,1627669405.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669532.0,-14400.0,4764534.0,Hollins,200,-79.9431,37.3413,305.59,307.35,303.55,307.38,1012.0,46.0,,,7.2,360.0,10.29,40.0,US,1627640562.0,1627691370.0,2.0,2003805.0,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669532.0,10800.0,232571.0,Kalangala,200,32.225,-0.3089,294.79,294.52,294.79,294.79,1014.0,58.0,1014.0,882.0,2.35,150.0,4.74,85.0,UG,1627617261.0,1627660832.0,1.0,2642.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669532.0,7200.0,1006984.0,East London,200,27.9116,-33.0153,285.67,285.25,285.67,285.67,1031.0,87.0,,,1.54,360.0,,0.0,ZA,1627621235.0,1627658928.0,1.0,1912.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669532.0,7200.0,6447156.0,Port-de-Bouc,200,4.9833,43.4,299.39,299.39,298.27,301.35,1011.0,74.0,,,5.14,180.0,,20.0,FR,1627619261.0,1627671907.0,1.0,6510.0,,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627669532.0,7200.0,363885.0,Wau,200,27.9953,7.7029,294.91,295.65,294.91,294.91,1013.0,96.0,1013.0,963.0,1.59,102.0,1.6,95.0,SS,1627617627.0,1627662495.0,,,,2.04,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669532.0,25200.0,1636426.0,Manggar,200,108.2667,-2.8833,300.45,303.13,300.45,300.45,1011.0,76.0,1011.0,1011.0,4.16,152.0,6.13,72.0,ID,1627685613.0,1627728776.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669532.0,28800.0,1807687.0,Huaicheng,200,112.1931,23.9051,299.3,299.3,299.3,299.3,1000.0,92.0,1000.0,988.0,0.68,74.0,0.79,80.0,CN,1627682398.0,1627730107.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627669532.0,-10800.0,3383434.0,Nieuw Amsterdam,200,-55.0833,5.8833,303.16,307.28,301.24,304.34,1013.0,66.0,,,6.17,30.0,,40.0,SR,1627637716.0,1627682283.0,1.0,8646.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669532.0,7200.0,964712.0,Plettenberg Bay,200,23.3716,-34.0527,286.75,286.02,286.75,286.75,1030.0,71.0,1030.0,1019.0,0.55,276.0,0.93,68.0,ZA,1627622444.0,1627659898.0,,,,,
"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",stations,147.0,1627669533.0,43200.0,2123814.0,Leningradskiy,200,178.4167,69.3833,273.5,266.97,273.5,273.5,1008.0,98.0,1008.0,1007.0,8.84,292.0,12.7,100.0,RU,1627652542.0,1627728176.0,,,,,0.37
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627669533.0,32400.0,2082539.0,Merauke,200,140.3333,-8.4667,297.04,297.86,297.04,297.04,1011.0,91.0,1011.0,1010.0,2.72,78.0,4.24,100.0,ID,1627678364.0,1627720634.0,,,,1.73,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627669533.0,7200.0,88533.0,Awjilah,200,21.2869,29.1081,307.3,306.46,307.3,307.3,1008.0,29.0,1008.0,1003.0,9.9,320.0,14.67,20.0,LY,1627617253.0,1627666089.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669533.0,10800.0,1067565.0,Beloha,200,45.05,-25.1667,292.57,292.55,292.57,292.57,1026.0,76.0,1026.0,1008.0,2.73,142.0,6.85,0.0,MG,1627616303.0,1627655633.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669533.0,0.0,3372707.0,Ribeira Grande,200,-28.7,38.5167,298.37,298.85,298.37,298.37,1029.0,73.0,,,5.14,230.0,,20.0,PT,1627628095.0,1627679241.0,1.0,6883.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627669533.0,-14400.0,4951594.0,Southbridge,200,-72.0334,42.0751,298.64,298.76,296.28,301.38,1007.0,58.0,,,0.45,158.0,0.89,10.0,US,1627637973.0,1627690163.0,2.0,2033035.0,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669259.0,-14400.0,3893629.0,Coquimbo,200,-71.3436,-29.9533,286.0,285.19,286.0,286.0,1018.0,71.0,,,4.12,270.0,,20.0,CL,1627644710.0,1627683094.0,1.0,8514.0,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627669533.0,36000.0,2143285.0,Wodonga,200,146.8833,-36.1167,281.16,280.72,280.96,282.07,1019.0,93.0,,,1.34,143.0,1.34,90.0,AU,1627679414.0,1627716440.0,2.0,2009731.0,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669533.0,28800.0,1714733.0,Dingle,200,122.6711,10.9995,298.34,299.26,298.34,298.34,1009.0,90.0,1009.0,1006.0,3.05,215.0,6.71,80.0,PH,1627681039.0,1627726437.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627669533.0,-25200.0,5955902.0,Fort Nelson,200,-122.7002,58.8053,294.92,294.43,294.92,294.92,1021.0,49.0,,,2.06,0.0,,20.0,CA,1627646151.0,1627706304.0,1.0,986.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669534.0,25200.0,2022572.0,Khatanga,200,102.5,71.9667,296.1,295.68,296.1,296.1,1009.0,47.0,1009.0,1006.0,3.99,145.0,6.04,31.0,RU,0.0,0.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669534.0,32400.0,1852357.0,Shimoda,200,138.95,34.6667,297.1,297.8,297.1,298.21,1002.0,86.0,1002.0,1002.0,2.06,54.0,2.51,72.0,JP,1627674793.0,1627724869.0,2.0,2019346.0,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627669534.0,18000.0,607610.0,Zhangaözen,200,52.8,43.3,301.25,300.42,301.25,301.25,1011.0,32.0,1011.0,989.0,2.31,161.0,2.87,0.0,KZ,1627607793.0,1627660424.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627669534.0,28800.0,1716019.0,Daliao,200,124.9533,5.8611,300.26,303.14,300.26,300.26,1011.0,80.0,1011.0,1008.0,1.91,288.0,2.11,80.0,PH,1627680912.0,1627725468.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627669534.0,-3600.0,3374210.0,São Filipe,200,-24.4956,14.8961,297.7,298.35,297.7,297.7,1014.0,82.0,1014.0,1002.0,4.79,31.0,4.76,82.0,CV,1627629619.0,1627675699.0,,,,,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,2000.0,1627669534.0,-14400.0,3894406.0,Coihueco,200,-71.8333,-36.6167,283.56,282.93,283.56,283.56,1019.0,87.0,,,2.06,170.0,,28.0,CL,1627645588.0,1627682452.0,1.0,8483.0,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669534.0,7200.0,3353383.0,Rundu,200,19.7667,-17.9333,290.17,288.66,290.17,290.17,1022.0,28.0,1022.0,898.0,3.38,125.0,8.1,39.0,NA,1627621704.0,1627662368.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627669534.0,14400.0,1106677.0,Bambous Virieux,200,57.7575,-20.3428,295.29,295.23,294.38,295.29,1026.0,64.0,,,8.23,120.0,,40.0,MU,1627612803.0,1627653034.0,1.0,2061.0,,,
