weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,message,rain.1h
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749891.0,10800.0,667303.0,Sfântu Gheorghe,200,25.7833,45.8667,77.58,77.95,74.26,77.58,975.0,62.0,3.0,225.0,40.0,2.0,80250.0,RO,1627700305.0,1627753676.0,,,5.01,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749930.0,-14400.0,4929023.0,Amherst Center,200,-72.5192,42.3754,69.93,69.12,66.65,73.85,1014.0,53.0,3.0,247.0,21.0,2.0,2012459.0,US,1627724503.0,1627776661.0,,,5.99,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749932.0,25200.0,1214488.0,Meulaboh,200,96.1285,4.1363,75.78,77.09,75.78,75.78,1014.0,86.0,4.61,73.0,100.0,,,ID,1627687969.0,1627732247.0,1014.0,1013.0,5.17,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749933.0,-7200.0,3422683.0,Kangaatsiaq,200,-53.4641,68.3065,42.84,34.3,42.84,42.84,1013.0,89.0,19.57,208.0,8.0,,,GL,1627709991.0,1627782027.0,1013.0,1013.0,29.19,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749934.0,-10800.0,3395981.0,Maceió,200,-35.7353,-9.6658,83.64,87.19,83.64,83.64,1020.0,61.0,18.41,130.0,75.0,1.0,8413.0,BR,1627720711.0,1627762797.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749936.0,-18000.0,3515062.0,Tulancingo,200,-98.3667,20.0833,67.62,66.38,67.62,67.62,1021.0,49.0,7.83,47.0,38.0,,,MX,1627733308.0,1627780262.0,1021.0,799.0,8.86,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749938.0,-14400.0,3573374.0,The Valley,200,-63.0578,18.217,86.43,98.04,86.09,87.66,1019.0,74.0,18.41,110.0,20.0,1.0,8788.0,AI,1627725001.0,1627771622.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749939.0,18000.0,1337607.0,Kudahuvadhoo,200,72.8944,2.6708,82.92,88.77,82.92,82.92,1014.0,72.0,5.73,258.0,65.0,,,MV,1627693662.0,1627737706.0,1014.0,1013.0,5.59,,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,3219.0,1627749940.0,-18000.0,5044290.0,Saint Anthony,200,-93.218,45.0205,76.73,77.25,72.68,80.26,1016.0,67.0,1.99,188.0,20.0,2.0,2023111.0,US,1627729038.0,1627782061.0,,,8.99,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749941.0,7200.0,1024312.0,Mocuba,200,36.9856,-16.8392,65.17,65.77,65.17,65.17,1026.0,93.0,4.65,168.0,62.0,,,MZ,1627703856.0,1627744748.0,1026.0,1009.0,18.37,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749943.0,-18000.0,5530921.0,Snyder,200,-100.9176,32.7179,89.94,92.39,88.36,90.09,1021.0,45.0,9.22,230.0,1.0,1.0,5879.0,US,1627732625.0,1627782170.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749944.0,-25200.0,5367788.0,Lompoc,200,-120.4579,34.6391,61.74,61.65,57.61,68.92,1018.0,86.0,4.61,290.0,90.0,1.0,4747.0,US,1627737087.0,1627787087.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749945.0,10800.0,740430.0,Safranbolu,200,32.6942,41.2508,72.82,72.21,72.82,72.82,1011.0,51.0,4.18,329.0,0.0,,,TR,1627699408.0,1627751255.0,1011.0,955.0,4.0,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749946.0,10800.0,567047.0,Darovskoy,200,47.9564,58.77,64.35,63.77,64.35,64.35,1002.0,70.0,5.32,258.0,25.0,,,RU,1627691675.0,1627751663.0,1002.0,986.0,10.78,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749947.0,36000.0,2167426.0,Emerald,200,148.1667,-23.5333,62.74,63.14,60.35,62.74,1017.0,94.0,5.75,10.0,0.0,1.0,9524.0,AU,1627764146.0,1627803887.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749949.0,-25200.0,5312476.0,Safford,200,-109.7076,32.834,82.13,84.07,80.06,85.12,1021.0,57.0,0.0,0.0,1.0,1.0,5768.0,US,1627734722.0,1627784292.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749950.0,3600.0,2633553.0,Workington,200,-3.5441,54.6425,65.91,65.73,61.21,66.33,1008.0,75.0,15.39,258.0,85.0,2.0,2012055.0,GB,1627705386.0,1627762672.0,1008.0,1006.0,16.64,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749951.0,19800.0,1244926.0,Hambantota,200,81.1185,6.1241,80.35,84.83,80.35,80.35,1012.0,79.0,18.41,256.0,95.0,,,LK,1627691412.0,1627736009.0,1012.0,1011.0,28.99,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749710.0,-10800.0,3466980.0,Caravelas,200,-39.2481,-17.7125,73.89,73.36,73.89,73.89,1025.0,51.0,13.73,170.0,100.0,,,BR,1627722222.0,1627762973.0,1025.0,1024.0,17.74,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749953.0,36000.0,2155415.0,New Norfolk,200,147.0587,-42.7826,46.09,46.09,44.74,49.5,997.0,76.0,1.99,300.0,100.0,2.0,2031307.0,AU,1627766601.0,1627801964.0,,,8.99,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749955.0,-18000.0,3690673.0,Yungay,200,-77.7436,-9.1383,69.57,67.96,69.57,69.57,1015.0,37.0,3.02,321.0,25.0,,,PE,1627730749.0,1627772923.0,1015.0,753.0,4.88,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627749956.0,14400.0,610864.0,Khani,200,42.9566,41.9563,71.17,72.45,71.17,71.17,1012.0,95.0,0.78,84.0,22.0,1.0,8856.0,GE,1627696835.0,1627748903.0,1012.0,934.0,1.9,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749957.0,-18000.0,4014603.0,Chalchihuites,200,-103.8833,23.4833,67.91,66.94,67.91,67.91,1020.0,54.0,5.64,76.0,56.0,,,MX,1627734314.0,1627781905.0,1020.0,791.0,8.55,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749958.0,-10800.0,3405304.0,Bom Jesus,200,-44.3586,-9.0744,96.76,94.06,96.76,96.76,1014.0,22.0,11.48,114.0,75.0,,,BR,1627722733.0,1627764915.0,1014.0,983.0,15.84,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749959.0,-7200.0,3421765.0,Nanortalik,200,-45.2371,60.1432,48.67,43.5,48.67,48.67,1016.0,79.0,12.82,128.0,67.0,,,GL,1627713536.0,1627774533.0,1016.0,1016.0,18.81,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749962.0,28800.0,1714733.0,Dingle,200,122.6711,10.9995,79.2,79.2,79.2,79.2,1008.0,86.0,6.85,217.0,80.0,,,PH,1627767450.0,1627812821.0,1008.0,1005.0,13.04,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749963.0,32400.0,1651591.0,Amahai,200,128.9167,-3.3333,77.29,78.94,77.29,77.29,1011.0,90.0,2.53,93.0,47.0,,,ID,1627767087.0,1627810185.0,1011.0,1011.0,4.27,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749706.0,39600.0,2125693.0,Evensk,200,159.2333,61.95,45.41,43.23,45.41,45.41,1006.0,64.0,4.43,13.0,52.0,,,RU,1627750121.0,1627812600.0,1006.0,1003.0,5.03,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627749965.0,-10800.0,3381428.0,Iracoubo,200,-53.2011,5.4802,84.83,91.6,84.83,84.83,1014.0,68.0,8.61,70.0,77.0,,,GF,1627723702.0,1627768190.0,1014.0,1013.0,9.28,,0.1
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749967.0,25200.0,1492566.0,Severo-Yeniseyskiy,200,93.0408,60.3725,50.99,49.03,50.99,50.99,1016.0,69.0,4.09,173.0,30.0,,,RU,1627680198.0,1627741499.0,1016.0,957.0,3.98,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749889.0,-21600.0,5587698.0,Caldwell,200,-116.6874,43.6629,84.04,84.56,77.52,90.46,1016.0,47.0,11.5,140.0,1.0,1.0,4019.0,US,1627734904.0,1627787460.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749969.0,36000.0,2084442.0,Vanimo,200,141.3028,-2.6741,77.2,78.8,77.2,77.2,1010.0,89.0,4.47,144.0,70.0,,,PG,1627764063.0,1627807264.0,1010.0,1007.0,6.15,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749970.0,-10800.0,3860443.0,Comodoro Rivadavia,200,-67.5,-45.8667,48.06,41.38,48.06,48.06,1029.0,31.0,18.41,300.0,0.0,1.0,8284.0,AR,1627732204.0,1627766551.0,,,,,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,10000.0,1627749971.0,25200.0,1586185.0,Cao Bang,200,106.25,22.6667,76.57,78.53,76.57,76.57,1002.0,98.0,0.65,83.0,100.0,,,VN,1627683945.0,1627731413.0,1002.0,977.0,2.21,,6.31
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749973.0,-7200.0,3420768.0,Qasigiannguit,200,-51.1922,68.8193,57.45,55.72,57.45,57.45,1013.0,60.0,6.13,291.0,4.0,1.0,165.0,GL,1627708783.0,1627782145.0,1013.0,1011.0,7.74,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749974.0,-18000.0,3929611.0,San Jerónimo,200,-75.2829,-11.9472,62.65,60.35,62.65,62.65,1015.0,37.0,4.45,169.0,20.0,,,PE,1627730386.0,1627772105.0,1015.0,699.0,8.03,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749975.0,25200.0,1582886.0,Kwang Binh,200,106.6,17.4833,84.15,91.13,84.15,84.15,1001.0,71.0,12.93,223.0,100.0,,,VN,1627684339.0,1627730850.0,1001.0,1000.0,26.53,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749976.0,43200.0,2110227.0,Butaritari,200,172.7902,3.0707,80.29,84.27,80.29,80.29,1009.0,76.0,2.04,91.0,46.0,,,KI,1627756056.0,1627800158.0,1009.0,1008.0,2.44,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749977.0,3600.0,2270385.0,Camacha,200,-16.3333,33.0833,71.02,71.02,71.02,75.96,1024.0,68.0,14.97,60.0,40.0,1.0,6902.0,PT,1627712272.0,1627761924.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749979.0,25200.0,1633419.0,Padang,200,100.3543,-0.9492,71.65,72.7,71.65,71.65,1014.0,89.0,3.98,26.0,99.0,1.0,9423.0,ID,1627687359.0,1627730828.0,1014.0,1013.0,4.41,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749980.0,39600.0,2121373.0,Seymchan,200,152.4333,62.8833,46.96,45.59,46.96,46.96,1007.0,71.0,3.71,219.0,64.0,,,RU,1627751285.0,1627814700.0,1007.0,983.0,4.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749981.0,39600.0,2121025.0,Srednekolymsk,200,153.6833,67.45,42.53,35.11,42.53,42.53,1004.0,78.0,14.88,333.0,79.0,,,RU,1627747737.0,1627817649.0,1004.0,1002.0,23.35,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749982.0,3600.0,2738381.0,Lata,200,-8.3327,40.1629,67.24,65.93,65.05,76.05,1019.0,48.0,14.92,321.0,70.0,2.0,2013564.0,PT,1627709423.0,1627760933.0,1019.0,998.0,19.48,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749983.0,36000.0,2094342.0,Kavieng,200,150.7967,-2.5744,81.03,85.93,81.03,81.03,1009.0,77.0,6.42,145.0,9.0,,,PG,1627761777.0,1627804993.0,1009.0,1008.0,6.85,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749985.0,-9000.0,6167817.0,Torbay,200,-52.7314,47.6666,68.59,68.95,67.26,69.28,1000.0,81.0,17.83,226.0,92.0,2.0,2006913.0,CA,1627718827.0,1627772839.0,,,29.33,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749986.0,-10800.0,3382160.0,Cayenne,200,-52.3333,4.9333,82.09,88.27,77.04,82.09,1015.0,77.0,4.0,183.0,75.0,2.0,2038747.0,GF,1627723537.0,1627767938.0,,,10.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749987.0,25200.0,1649150.0,Bengkulu,200,102.2655,-3.8004,76.15,77.7,76.15,76.15,1012.0,90.0,4.09,99.0,56.0,,,ID,1627687126.0,1627730143.0,1012.0,1010.0,4.94,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627749988.0,28800.0,2022143.0,Khuzhir,200,107.3397,53.1939,56.75,56.3,56.75,56.75,1010.0,89.0,6.35,250.0,19.0,,,RU,1627765631.0,1627821998.0,1010.0,955.0,8.68,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749989.0,18000.0,608270.0,Shubarshi,200,57.1869,48.5872,85.17,82.0,85.17,85.17,1012.0,11.0,8.12,237.0,0.0,,,KZ,1627692239.0,1627746668.0,1012.0,991.0,8.39,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627749991.0,21600.0,1485020.0,Znamenskoye,200,73.8282,57.1281,57.31,57.2,57.31,57.31,1010.0,95.0,3.49,6.0,13.0,,,RU,1627686034.0,1627744885.0,1010.0,1002.0,3.56,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749992.0,-10800.0,3463762.0,Estrela,200,-50.9383,-28.0611,58.06,55.6,58.06,58.06,1027.0,43.0,5.68,25.0,1.0,,,BR,1627725982.0,1627764824.0,1027.0,924.0,7.61,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749993.0,-21600.0,5427946.0,Lakewood,200,-105.0814,39.7047,70.48,70.52,64.56,76.53,1009.0,70.0,1.01,49.0,98.0,2.0,2007920.0,US,1627732724.0,1627784070.0,,,5.01,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749994.0,32400.0,2112802.0,Hasaki,200,140.8333,35.7333,75.52,77.11,75.29,75.6,1002.0,92.0,12.15,20.0,94.0,1.0,7955.0,JP,1627760653.0,1627810900.0,1002.0,1002.0,15.99,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749732.0,-14400.0,3894426.0,Coyhaique,200,-72.0662,-45.5752,40.95,36.32,40.95,41.61,1028.0,60.0,6.91,80.0,0.0,1.0,8491.0,CL,1627733251.0,1627767696.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749997.0,7200.0,80509.0,Al Bardīyah,200,25.0865,31.7561,84.0,89.24,84.0,84.0,1008.0,66.0,19.64,315.0,0.0,,,LY,1627702481.0,1627751833.0,1008.0,1004.0,24.9,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749998.0,-36000.0,5855051.0,‘Ewa Beach,200,-158.0072,21.3156,76.6,77.22,75.69,77.09,1017.0,69.0,10.0,70.0,20.0,2.0,47742.0,US,1627747512.0,1627794685.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749999.0,0.0,2381334.0,Atar,200,-13.0499,20.5169,108.91,105.87,108.91,108.91,1007.0,14.0,15.03,183.0,24.0,,,MR,1627712787.0,1627759833.0,1007.0,983.0,13.76,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627750000.0,-21600.0,3598787.0,Champerico,200,-91.9167,14.3,90.16,102.76,89.94,91.35,1012.0,74.0,3.27,251.0,1.0,1.0,7068.0,GT,1627732270.0,1627778205.0,1012.0,1012.0,3.13,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627750001.0,-14400.0,3570392.0,Le Vauclin,200,-60.8388,14.5452,87.85,99.82,86.13,87.85,1016.0,70.0,21.85,110.0,75.0,1.0,8779.0,MQ,1627724789.0,1627770769.0,,,,,
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",stations,10000.0,1627750003.0,-25200.0,5364022.0,La Palma,200,-118.0467,33.8464,75.63,76.19,64.45,97.81,1016.0,70.0,3.0,295.0,40.0,2.0,2010205.0,US,1627736604.0,1627786413.0,,,7.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627750005.0,18000.0,1502073.0,Krasnosel'kup,200,82.4667,65.7,54.43,52.86,54.43,54.43,1009.0,70.0,9.95,176.0,96.0,,,RU,1627679737.0,1627747036.0,1009.0,1008.0,15.86,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627750006.0,39600.0,2120400.0,Tungor,200,142.9564,53.3808,52.54,50.92,52.54,52.54,1017.0,73.0,6.44,89.0,100.0,,,RU,1627757025.0,1627813509.0,1017.0,1014.0,10.2,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749745.0,3600.0,2657832.0,Aberdeen,200,-2.0981,57.1437,58.57,57.7,53.82,60.49,1008.0,76.0,14.97,350.0,90.0,1.0,1440.0,GB,1627704277.0,1627763086.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627750010.0,-18000.0,3981391.0,Tomatlán,200,-105.25,19.9333,80.51,85.84,80.51,80.51,1015.0,83.0,1.74,327.0,100.0,,,MX,1627734974.0,1627781900.0,1015.0,1010.0,2.55,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627750011.0,43200.0,2126682.0,Bilibino,200,166.4372,68.0546,38.95,38.95,38.95,38.95,1004.0,79.0,1.77,127.0,100.0,,,RU,1627744032.0,1627815231.0,1004.0,969.0,2.46,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627750012.0,-39600.0,4036284.0,Alofi,200,-169.9187,-19.0595,78.69,80.44,78.69,78.69,1006.0,89.0,11.5,340.0,100.0,1.0,7306.0,NU,1627753690.0,1627794224.0,,,23.02,,0.16
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627750013.0,-10800.0,3467452.0,Canoinhas,200,-50.39,-26.1772,59.77,57.33,59.77,59.77,1027.0,40.0,3.62,90.0,100.0,,,BR,1627725664.0,1627764878.0,1027.0,937.0,5.88,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627750015.0,10800.0,1058080.0,Nosy Varika,200,48.5333,-20.5833,66.13,65.97,66.13,66.13,1028.0,75.0,4.34,179.0,1.0,,,MG,1627701412.0,1627741649.0,1028.0,1027.0,7.52,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627750016.0,-14400.0,5983720.0,Iqaluit,200,-68.5145,63.7506,56.93,54.86,56.93,56.93,1011.0,54.0,8.05,200.0,75.0,1.0,797.0,CA,1627717359.0,1627781883.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627750017.0,3600.0,2426370.0,Umm Hājar,200,19.6966,13.2954,84.87,90.28,84.87,84.87,1011.0,64.0,9.22,271.0,94.0,,,TD,1627705563.0,1627751339.0,1011.0,967.0,14.09,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627750018.0,7200.0,1006984.0,East London,200,27.9116,-33.0153,68.94,67.26,68.94,68.94,1024.0,37.0,6.91,10.0,0.0,1.0,1912.0,ZA,1627707590.0,1627745368.0,,,,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749839.0,-14400.0,5282297.0,Bethel,200,-73.414,41.3712,70.7,70.02,66.78,74.57,1015.0,54.0,5.01,241.0,20.0,2.0,2004826.0,US,1627724873.0,1627776721.0,,,8.99,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627750022.0,34200.0,6355222.0,Yulara,200,130.9889,-25.2406,58.84,57.58,58.84,58.84,1016.0,67.0,9.22,180.0,40.0,1.0,9487.0,AU,1627768427.0,1627807851.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627750023.0,0.0,3372707.0,Ribeira Grande,200,-28.7,38.5167,77.4,78.08,77.4,77.4,1030.0,69.0,11.5,280.0,20.0,1.0,6883.0,PT,1627714548.0,1627765584.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627750024.0,-25200.0,5571109.0,Lake Shasta,200,-122.3708,40.6804,88.34,87.1,81.32,89.85,1010.0,35.0,4.23,163.0,87.0,2.0,2021301.0,US,1627736734.0,1627788358.0,,,3.78,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,10000.0,1627750025.0,25200.0,1507116.0,Dudinka,200,86.1778,69.4058,52.75,51.87,52.75,52.75,1007.0,88.0,15.26,173.0,80.0,,,RU,1627674756.0,1627750236.0,1007.0,1003.0,27.98,,0.29
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627750027.0,0.0,2449893.0,Tessalit,200,1.0114,20.1986,105.31,102.0,105.31,105.31,1006.0,15.0,4.29,344.0,6.0,,,ML,1627709441.0,1627756430.0,1006.0,951.0,3.44,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627750028.0,7200.0,3176748.0,Forio,200,13.8646,40.7342,87.78,97.03,85.42,92.25,1009.0,65.0,1.99,78.0,0.0,2.0,2033720.0,IT,1627704008.0,1627755694.0,,,5.99,,
"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50d'}]",stations,200.0,1627750011.0,-14400.0,3877949.0,Osorno,200,-73.15,-40.5667,37.71,37.71,37.71,37.71,1030.0,100.0,2.3,0.0,90.0,1.0,8490.0,CL,1627732762.0,1627768705.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627750030.0,-25200.0,5364271.0,Laguna,200,-121.4238,38.421,74.66,74.64,65.08,91.63,1015.0,60.0,5.99,206.0,1.0,2.0,2034215.0,US,1627736828.0,1627787810.0,,,11.01,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,8000.0,1627750032.0,16200.0,1160939.0,Iranshahr,200,60.6848,27.2025,104.34,104.56,104.34,104.34,1001.0,22.0,11.5,260.0,3.0,1.0,7518.0,IR,1627694431.0,1627742797.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627750033.0,-14400.0,3625929.0,Tucupita,200,-62.051,9.0622,91.65,96.8,91.65,91.65,1013.0,48.0,3.47,107.0,19.0,,,VE,1627725537.0,1627770603.0,1013.0,1013.0,6.91,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627750034.0,7200.0,3105522.0,Bereda,200,-7.5406,43.2686,69.44,68.29,60.87,71.42,1018.0,47.0,5.93,318.0,71.0,2.0,2013071.0,ES,1627708754.0,1627761221.0,1018.0,970.0,7.02,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749820.0,39600.0,2122783.0,Nogliki,200,143.1667,51.8333,53.94,52.93,53.94,53.94,1015.0,83.0,12.19,91.0,100.0,,,RU,1627757357.0,1627813076.0,1015.0,1015.0,18.39,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627750036.0,-14400.0,4513583.0,Hamilton,200,-84.5333,39.1834,77.99,78.58,74.1,80.89,1017.0,66.0,1.01,146.0,1.0,2.0,2005257.0,US,1627727863.0,1627779068.0,,,1.01,,
