weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,main.sea_level,main.grnd_level,wind.gust,message,rain.1h
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749820.0,-21600.0,3652764.0,Puerto Ayora,200,-90.3518,-0.7393,72.55,73.69,72.55,73.36,1014.0,89.0,8.99,139.0,83.0,2.0,2005652.0,EC,1627733110.0,1627776613.0,,,14.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749821.0,19800.0,1259385.0,Port Blair,200,92.75,11.6667,81.77,88.97,81.77,81.77,1011.0,83.0,16.93,246.0,100.0,,,IN,1627688165.0,1627733672.0,1011.0,1010.0,23.38,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749823.0,32400.0,2027296.0,Aykhal,200,111.5,66.0,61.52,59.25,61.52,61.52,1018.0,40.0,4.99,161.0,10.0,,,RU,1627759150.0,1627826482.0,1018.0,965.0,4.97,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749825.0,0.0,3372472.0,Vila Franca do Campo,200,-25.4333,37.7167,77.41,78.15,77.41,77.41,1030.0,70.0,5.59,9.0,60.0,1.0,6899.0,PT,1627713872.0,1627764691.0,1030.0,1027.0,8.5,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749826.0,-25200.0,3984997.0,San Quintín,200,-115.95,30.4833,75.81,76.3,75.81,75.81,1016.0,68.0,9.89,308.0,0.0,,,MX,1627736489.0,1627785522.0,1016.0,1014.0,8.59,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749579.0,-34200.0,4020109.0,Atuona,200,-139.0333,-9.8,76.51,77.29,76.51,76.51,1014.0,73.0,12.5,93.0,37.0,,,PF,1627745510.0,1627787580.0,1014.0,1006.0,12.01,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749651.0,36000.0,2017658.0,Preobrazheniye,200,133.9064,42.9019,72.41,73.81,72.41,72.41,1006.0,95.0,14.88,60.0,96.0,,,RU,1627761304.0,1627813573.0,1006.0,999.0,22.55,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749831.0,-14400.0,3867427.0,Mayor Pablo Lagerenza,200,-60.7718,-19.9309,82.9,80.29,82.9,82.9,1018.0,13.0,5.46,33.0,73.0,,,PY,1627727579.0,1627767947.0,1018.0,995.0,10.22,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749833.0,28800.0,2070998.0,Geraldton,200,114.6,-28.7667,59.41,58.44,59.41,60.13,1018.0,72.0,14.97,270.0,75.0,1.0,9522.0,AU,1627772702.0,1627811442.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749834.0,28800.0,1695546.0,Pandan,200,124.1694,14.0453,82.87,90.66,82.87,82.87,1006.0,79.0,11.32,228.0,95.0,,,PH,1627766836.0,1627812715.0,1006.0,1006.0,18.63,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749835.0,-18000.0,5688025.0,Bismarck,200,-100.7837,46.8083,81.93,81.07,78.82,84.87,1024.0,37.0,11.5,40.0,1.0,1.0,3441.0,US,1627730533.0,1627784198.0,,,20.71,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749836.0,19800.0,1267390.0,Kavaratti,200,72.642,10.5669,81.59,87.8,81.59,81.59,1014.0,80.0,14.29,304.0,70.0,,,IN,1627693083.0,1627738406.0,1014.0,1012.0,17.2,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749837.0,-18000.0,6165406.0,Thompson,200,-97.8558,55.7435,68.16,66.97,68.16,68.16,1023.0,49.0,10.36,300.0,75.0,1.0,935.0,CA,1627727729.0,1627785596.0,,,18.41,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749574.0,-21600.0,5546220.0,Saint George,200,-113.5841,37.1041,86.23,86.88,82.33,89.55,1017.0,45.0,1.99,101.0,1.0,2.0,2007591.0,US,1627735122.0,1627785752.0,,,5.99,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749724.0,7200.0,766783.0,Łapy,200,22.8842,52.9911,68.49,69.4,68.49,68.49,1007.0,93.0,10.18,207.0,100.0,2.0,2017469.0,PL,1627699477.0,1627755895.0,1007.0,993.0,21.94,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749841.0,39600.0,2126123.0,Chokurdakh,200,147.9167,70.6333,35.83,24.76,35.83,35.83,1011.0,81.0,20.94,350.0,100.0,,,RU,1627744013.0,1627824140.0,1011.0,1007.0,33.29,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749580.0,28800.0,1715015.0,Dicabisagan,200,122.4157,17.0818,81.18,88.11,81.18,81.18,1004.0,86.0,4.97,292.0,100.0,,,PH,1627766997.0,1627813396.0,1004.0,1003.0,6.11,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749843.0,43200.0,2123814.0,Leningradskiy,200,178.4167,69.3833,32.49,25.11,32.49,32.49,1006.0,90.0,8.55,302.0,99.0,,,RU,1627739383.0,1627814130.0,1006.0,1006.0,11.34,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749845.0,-10800.0,3380290.0,Sinnamary,200,-52.95,5.3833,85.17,91.96,85.17,85.17,1014.0,67.0,7.87,79.0,87.0,,,GF,1627723649.0,1627768122.0,1014.0,1013.0,8.43,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,4532.0,1627749846.0,-7200.0,3418910.0,Upernavik,200,-56.1549,72.7868,41.74,36.54,41.74,41.74,1012.0,80.0,8.34,355.0,97.0,,,GL,0.0,0.0,1012.0,1012.0,8.32,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749847.0,-21600.0,5952370.0,Fernie,200,-115.0687,49.5,70.3,68.25,70.0,72.57,1020.0,26.0,2.77,33.0,40.0,1.0,278.0,CA,1627733430.0,1627788157.0,1020.0,913.0,5.66,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627749848.0,14400.0,1106677.0,Bambous Virieux,200,57.7575,-20.3428,70.05,70.43,69.22,70.05,1026.0,78.0,12.66,130.0,40.0,1.0,2061.0,MU,1627699177.0,1627739456.0,,,24.16,,0.11
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749849.0,21600.0,1521153.0,Mamlyutka,200,68.5394,54.9375,64.51,64.36,64.51,64.51,1011.0,79.0,2.98,13.0,93.0,,,KZ,1627687981.0,1627745477.0,1011.0,995.0,3.27,,
"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",stations,4828.0,1627749851.0,-18000.0,5991056.0,Kenora,200,-94.4337,49.8167,70.77,70.56,69.19,70.77,1019.0,64.0,9.22,330.0,40.0,1.0,894.0,CA,1627728405.0,1627783277.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749852.0,10800.0,644450.0,Nokia,200,23.5,61.4667,70.41,69.4,68.68,71.56,997.0,48.0,3.0,183.0,0.0,2.0,2001400.0,FI,1627696428.0,1627758648.0,,,5.01,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749853.0,43200.0,2126710.0,Beringovskiy,200,179.3167,63.05,42.6,36.19,42.6,42.6,1003.0,87.0,11.79,326.0,98.0,,,RU,1627744731.0,1627808351.0,1003.0,1001.0,18.37,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749854.0,3600.0,2396518.0,Port-Gentil,200,8.7815,-0.7193,78.76,78.76,78.76,78.76,1013.0,78.0,14.97,210.0,40.0,1.0,2188.0,GA,1627709318.0,1627752823.0,,,,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749855.0,32400.0,2112309.0,Katsuura,200,140.3,35.1333,78.01,79.59,77.18,81.1,1003.0,87.0,5.41,333.0,36.0,2.0,20334.0,JP,1627760856.0,1627810953.0,1003.0,1003.0,6.15,,
"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,10000.0,1627749631.0,28800.0,1819729.0,Hong Kong,200,114.1577,22.2855,83.91,96.51,82.94,85.96,1004.0,93.0,1.01,301.0,91.0,2.0,2035800.0,HK,1627768508.0,1627815849.0,,,1.99,,6.48
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749858.0,25200.0,1586443.0,Ca Mau,200,105.15,9.1769,77.85,79.61,77.85,77.85,1009.0,91.0,6.15,250.0,49.0,,,VN,1627685395.0,1627730490.0,1009.0,1009.0,20.83,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749774.0,7200.0,3355672.0,Lüderitz,200,15.1594,-26.6481,70.81,69.1,70.81,70.81,1021.0,32.0,9.1,148.0,0.0,,,NA,1627709985.0,1627749095.0,1021.0,1017.0,9.15,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749860.0,0.0,3372964.0,Lagoa,200,-27.9833,39.05,71.35,71.85,71.35,71.35,1031.0,78.0,8.95,311.0,43.0,,,PT,1627714301.0,1627765487.0,1031.0,1022.0,9.6,,
"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}]",stations,2000.0,1627749861.0,-10800.0,3471451.0,Arraial do Cabo,200,-42.0278,-22.9661,62.46,62.82,62.46,69.76,1029.0,94.0,9.22,250.0,75.0,1.0,8326.0,BR,1627723355.0,1627763174.0,,,,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749642.0,10800.0,546105.0,Nikolskoye,200,30.7861,59.7035,70.14,69.49,68.4,71.49,1001.0,56.0,6.4,268.0,10.0,1.0,8926.0,RU,1627695441.0,1627756138.0,1001.0,997.0,16.13,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,10000.0,1627749864.0,7200.0,1019330.0,Bhisho,200,27.4422,-32.8472,63.23,60.66,63.23,63.23,1025.0,30.0,4.41,1.0,42.0,1.0,1912.0,ZA,1627707684.0,1627745500.0,1025.0,963.0,4.0,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749865.0,7200.0,964432.0,Port Alfred,200,26.891,-33.5906,65.32,64.13,65.32,65.32,1023.0,55.0,6.93,31.0,56.0,,,ZA,1627707900.0,1627745549.0,1023.0,1021.0,8.12,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749866.0,-10800.0,3383434.0,Nieuw Amsterdam,200,-55.0833,5.8833,87.93,100.02,86.02,89.62,1014.0,70.0,9.22,30.0,40.0,1.0,8646.0,SR,1627724121.0,1627768674.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749867.0,0.0,3412888.0,Stykkisholmur,200,-22.7297,65.0757,59.25,58.44,59.25,59.25,1013.0,76.0,3.8,264.0,95.0,,,IS,1627705502.0,1627771764.0,1013.0,1011.0,6.93,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749869.0,43200.0,2122104.0,Petropavlovsk-Kamchatskiy,200,158.6483,53.0452,50.59,50.05,50.59,50.59,1008.0,100.0,2.24,0.0,90.0,1.0,8887.0,RU,1627753341.0,1627809661.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749870.0,43200.0,6201424.0,Mataura,200,168.8643,-46.1927,47.48,47.48,47.48,47.48,1011.0,99.0,1.14,315.0,100.0,2.0,2008959.0,NZ,1627761905.0,1627796194.0,1011.0,1004.0,1.1,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749871.0,10800.0,686090.0,Asău,200,26.4,46.4333,80.65,83.3,79.29,85.75,1008.0,65.0,1.99,179.0,40.0,2.0,2033571.0,RO,1627700053.0,1627753631.0,,,2.8,,0.1
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749872.0,3600.0,2399959.0,Koulamoutou,200,12.4736,-1.1303,87.98,87.37,87.98,87.98,1009.0,38.0,2.06,276.0,40.0,,,GA,1627708464.0,1627751905.0,1009.0,976.0,6.4,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749873.0,-14400.0,3924679.0,Vilhena,200,-60.1458,-12.7406,80.82,79.99,80.82,80.82,1021.0,34.0,11.5,90.0,0.0,1.0,8457.0,BR,1627726819.0,1627768406.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749875.0,-14400.0,3899695.0,Ancud,200,-73.8203,-41.8697,47.73,46.2,47.73,47.73,1030.0,63.0,4.07,130.0,24.0,1.0,8512.0,CL,1627733105.0,1627768684.0,1030.0,1024.0,5.53,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749876.0,10800.0,733959.0,Valtotopi,200,23.6,41.0,92.26,98.55,92.19,97.48,1006.0,49.0,4.0,71.0,0.0,2.0,18806.0,GR,1627701630.0,1627753399.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749877.0,10800.0,527321.0,Mezen',200,44.24,65.8522,59.77,59.59,59.77,59.77,994.0,88.0,3.24,300.0,90.0,,,RU,1627688819.0,1627756302.0,994.0,993.0,3.83,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749880.0,-14400.0,4148757.0,Brandon,200,-82.2859,27.9378,90.19,102.79,85.86,93.6,1018.0,72.0,1.01,222.0,40.0,2.0,2010031.0,US,1627728681.0,1627777171.0,,,8.01,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749881.0,7200.0,3126577.0,Cangas do Morrazo,200,-8.7846,42.2641,69.94,69.22,69.15,73.85,1020.0,55.0,14.97,300.0,0.0,1.0,6440.0,ES,1627709213.0,1627761359.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749882.0,20700.0,1283285.0,Jumla,200,82.1838,29.2747,62.91,63.46,62.91,62.91,1010.0,97.0,1.32,167.0,70.0,,,NP,1627689049.0,1627737860.0,1010.0,771.0,1.52,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749884.0,3600.0,2264557.0,Ponta do Sol,200,-17.1,32.6667,76.12,76.48,76.12,79.43,1022.0,65.0,5.75,56.0,0.0,2.0,2008291.0,PT,1627712505.0,1627762059.0,1022.0,1022.0,8.16,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749886.0,-21600.0,4021858.0,Guerrero Negro,200,-114.0611,27.9769,79.95,79.95,79.95,79.95,1015.0,56.0,7.85,316.0,38.0,,,MX,1627736306.0,1627784798.0,1015.0,1015.0,6.44,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749887.0,7200.0,777019.0,Vardø,200,31.1107,70.3705,48.29,42.1,48.29,48.29,998.0,91.0,16.49,116.0,100.0,,,NO,1627685932.0,1627765492.0,998.0,997.0,20.87,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749888.0,-10800.0,3430863.0,Mar del Plata,200,-57.5575,-38.0023,55.9,53.96,54.88,57.22,1023.0,59.0,4.0,231.0,0.0,2.0,264934.0,AR,1627728684.0,1627765299.0,,,11.99,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627749709.0,34200.0,2156643.0,Mount Gambier,200,140.7667,-37.8333,42.71,38.44,42.71,42.71,1007.0,100.0,6.91,350.0,100.0,1.0,9560.0,AU,1627767440.0,1627804145.0,,,,,0.22
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,10000.0,1627749890.0,28800.0,2012956.0,Yerbogachën,200,108.0108,61.2767,58.73,56.98,58.73,58.73,1015.0,57.0,5.64,100.0,1.0,,,RU,1627762751.0,1627824556.0,1015.0,982.0,17.07,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749892.0,28800.0,1701054.0,Marawi,200,124.2928,7.9986,70.65,71.83,70.65,70.65,1011.0,94.0,3.13,163.0,99.0,2.0,2007154.0,PH,1627767304.0,1627812188.0,1011.0,931.0,3.65,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",stations,7502.0,1627749893.0,0.0,2274895.0,Monrovia,200,-10.7969,6.3005,74.97,76.06,74.97,74.97,1014.0,83.0,12.28,241.0,78.0,1.0,2389.0,LR,1627713458.0,1627758080.0,1014.0,1011.0,15.82,,1.31
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749895.0,-14400.0,3924908.0,Pimenta Bueno,200,-61.1936,-11.6725,93.54,89.58,93.54,93.54,1016.0,18.0,2.39,101.0,4.0,,,BR,1627726983.0,1627768745.0,1016.0,996.0,4.76,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749896.0,32400.0,1863310.0,Hamada,200,132.0833,34.8833,78.01,79.32,78.01,78.01,1002.0,81.0,3.65,157.0,99.0,2.0,20483.0,JP,1627762860.0,1627812892.0,1002.0,986.0,3.44,,
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,10000.0,1627749898.0,28800.0,2037078.0,Hailar,200,119.7,49.2,54.93,54.5,54.93,54.93,1003.0,93.0,13.13,23.0,100.0,,,CN,1627763577.0,1627818120.0,1003.0,931.0,23.04,,0.18
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749899.0,-18000.0,3925227.0,Brasiléia,200,-68.7481,-11.0161,79.25,79.25,79.25,79.25,1019.0,50.0,6.91,130.0,5.0,1.0,8614.0,BR,1627728742.0,1627770612.0,,,,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,10000.0,1627749900.0,7200.0,1039536.0,Maxixe,200,35.3472,-23.8597,68.85,68.86,68.85,69.62,1030.0,73.0,5.01,180.0,20.0,2.0,131549.0,MZ,1627704875.0,1627744515.0,,,0.0,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749902.0,-18000.0,3698359.0,Chicama,200,-79.1469,-7.8447,64.94,64.0,64.94,64.94,1014.0,61.0,10.0,196.0,10.0,1.0,8690.0,PE,1627730983.0,1627773363.0,1014.0,998.0,9.28,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749904.0,3600.0,3347019.0,Mossamedes,200,12.1522,-15.1961,69.6,70.45,69.6,69.6,1015.0,89.0,5.82,298.0,2.0,,,AO,1627709675.0,1627750848.0,1015.0,1013.0,7.14,,
,,,,,,,404,,,,,,,,,,,,,,,,,,,,city not found,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749906.0,32400.0,1634614.0,Nabire,200,135.4833,-3.3667,75.74,77.29,75.74,75.74,1009.0,91.0,3.74,158.0,99.0,,,ID,1627765514.0,1627808607.0,1009.0,1009.0,4.14,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749908.0,-14400.0,4362001.0,Mayo,200,-76.5119,38.8876,75.15,74.98,70.95,81.27,1016.0,56.0,4.0,343.0,1.0,2.0,2035186.0,US,1627725978.0,1627777103.0,,,10.0,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749909.0,-10800.0,3470137.0,Belmonte,200,-38.8828,-15.8631,71.6,71.56,70.3,71.6,1024.0,66.0,17.52,164.0,95.0,1.0,8436.0,BR,1627721976.0,1627763043.0,1024.0,1023.0,21.68,,
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,10000.0,1627749910.0,-10800.0,3461370.0,Imbituba,200,-48.6703,-28.24,64.29,63.52,64.29,64.29,1029.0,66.0,11.1,53.0,36.0,1.0,8360.0,BR,1627725455.0,1627764262.0,1029.0,1027.0,15.35,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,9094.0,1627749911.0,-7200.0,3424607.0,Tasiilaq,200,-37.6368,65.6145,53.76,52.36,53.76,53.76,1014.0,75.0,2.8,249.0,100.0,1.0,81.0,GL,1627708702.0,1627775720.0,1014.0,1009.0,3.74,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749912.0,-28800.0,5859699.0,College,200,-147.8028,64.8569,57.06,56.35,53.58,58.89,1015.0,83.0,3.44,40.0,75.0,1.0,7683.0,US,1627735740.0,1627801559.0,,,,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,8129.0,1627749914.0,-7200.0,3420846.0,Qaqortoq,200,-46.0333,60.7167,64.9,64.71,64.9,64.9,1017.0,77.0,6.82,202.0,83.0,1.0,47.0,GL,1627713484.0,1627774967.0,1017.0,1017.0,7.65,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749915.0,-18000.0,3700393.0,Tubualá,200,-79.0333,9.5167,86.11,98.71,86.11,89.33,1011.0,80.0,5.64,343.0,66.0,1.0,7216.0,PA,1627729576.0,1627774715.0,1011.0,1011.0,6.4,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749916.0,-36000.0,4033543.0,Teahupoo,200,-149.2667,-17.8333,62.56,61.29,62.56,62.56,1016.0,59.0,12.1,125.0,77.0,1.0,7318.0,PF,1627748629.0,1627789373.0,1016.0,962.0,11.23,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,10000.0,1627749917.0,3600.0,2656258.0,Barrhead,200,-4.3929,55.7992,65.98,65.34,62.13,68.47,1007.0,65.0,1.99,209.0,90.0,2.0,2039789.0,GB,1627705253.0,1627763212.0,,,8.01,,
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,10000.0,1627749918.0,-10800.0,3445026.0,Vila Velha,200,-40.2925,-20.3297,73.65,72.93,66.94,73.96,1026.0,47.0,13.8,200.0,0.0,2.0,2030202.0,BR,1627722701.0,1627762995.0,,,,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749920.0,19800.0,1253237.0,Verāval,200,70.3667,20.9,81.72,89.08,81.72,81.72,1006.0,84.0,22.08,249.0,100.0,,,IN,1627692726.0,1627739855.0,1006.0,1006.0,29.26,,
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,10000.0,1627749921.0,19800.0,1277613.0,Baldeogarh,200,79.0681,24.755,77.02,78.55,77.02,77.02,1000.0,88.0,13.94,266.0,95.0,,,IN,1627690267.0,1627738138.0,1000.0,962.0,26.35,,3.65
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,8993.0,1627749922.0,0.0,2414659.0,Tokonou,200,-9.7833,9.65,75.47,76.86,75.47,75.47,1013.0,88.0,7.0,246.0,80.0,,,GN,1627712943.0,1627758109.0,1013.0,949.0,14.12,,0.57
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,10000.0,1627749923.0,-10800.0,3428068.0,San Vicente,200,-54.1333,-26.6167,68.38,66.15,68.38,68.38,1024.0,26.0,1.97,10.0,70.0,,,AR,1627726605.0,1627765734.0,1024.0,957.0,4.03,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000.0,1627749925.0,-14400.0,4174715.0,Tallahassee,200,-84.2807,30.4383,92.77,105.37,86.65,94.08,1017.0,66.0,1.99,335.0,20.0,2.0,2006015.0,US,1627728890.0,1627777920.0,,,1.99,,
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,10000.0,1627749926.0,28800.0,1712961.0,Gigmoto,200,124.39,13.7796,81.57,88.93,81.57,81.57,1007.0,85.0,7.11,245.0,99.0,,,PH,1627766806.0,1627812640.0,1007.0,1006.0,10.6,,
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,8897.0,1627749927.0,-14400.0,3870243.0,Taltal,200,-70.4833,-25.4,64.47,63.63,64.47,64.47,1018.0,64.0,8.5,230.0,20.0,,,CL,1627730410.0,1627769777.0,1018.0,1018.0,8.86,,
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,10000.0,1627749760.0,16200.0,141736.0,Bam,200,58.357,29.106,93.74,89.51,93.74,93.74,1003.0,16.0,7.99,355.0,82.0,,,IR,1627694788.0,1627743557.0,1003.0,893.0,12.12,,
